id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,points,area,material,function,thickness
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204c0c,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,9.935682729,12.690475,0.80645,9.652,20.29696019,12.7254,9.8044,"[[20.29696019,1.812925],[18.86239558,12.709525],[18.8603056,12.7254],[15.313025,12.7254],[14.297025,12.7254],[12.690475,12.7254],[12.690475,12.709525],[12.690475,5.58165],[15.4559,5.58165],[15.4559,2.790825],[17.17262311,2.790825],[17.17262311,0.8382],[17.17262311,0.80645],[19.29619739,0.80645],[19.29619739,0.8382],[19.29619739,1.812925],[19.38827239,1.812925],[19.38827239,1.82245],[20.27969421,1.82245],[20.2809482,1.812925]]",65.19476857,"Concrete, Precast",floor,0.1524
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204c1f,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.176195345,12.690475,2.790825,9.652,15.4559,5.58165,9.8044,"[[12.690475,2.790825],[15.4559,2.790825],[15.4559,5.58165],[12.690475,5.58165]]",7.717817226,"Concrete, Polished",floor,0.1524
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204c99,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,7.382285788,-11.938,2.790825,9.652,-6.289675,12.7254,9.8044,"[[-9.18845,2.790825],[-6.289675,2.790825],[-6.289675,12.709525],[-6.289675,12.7254],[-11.938,12.7254],[-11.938,12.709525],[-11.938,5.58165],[-9.18845,5.58165]]",48.44019546,"Concrete, Precast",floor,0.1524
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204ca2,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.176195345,-11.953875,2.790825,9.652,-9.18845,5.58165,9.8044,"[[-9.18845,2.790825],[-9.18845,5.58165],[-11.938,5.58165],[-11.953875,5.58165],[-11.953875,2.790825]]",7.717817226,"Concrete, Polished",floor,0.1524
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204ce2,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,7.063142083,-6.054725,2.790825,9.652,0.974725,12.7254,9.8044,"[[-6.054725,2.790825],[-4.098925,2.790825],[-4.098925,4.175125],[-4.606925,4.175125],[-4.606925,5.6896],[-1.8542,5.6896],[-1.8542,8.5217],[0.974725,8.5217],[0.974725,12.709525],[0.974725,12.7254],[-1.196975,12.7254],[-2.212975,12.7254],[-6.054725,12.7254],[-6.054725,12.709525]]",46.34607666,"Concrete, Precast",floor,0.1524
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204ce7,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.222522087,-4.606925,2.790825,9.652,-1.597025,5.6896,9.8044,"[[-4.098925,2.790825],[-1.597025,2.790825],[-1.597025,5.6896],[-1.8542,5.6896],[-4.606925,5.6896],[-4.606925,4.175125],[-4.098925,4.175125]]",8.021798472,"Concrete, Polished",floor,0.1524
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204cfd,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0,7.382285788,-11.938,2.790825,13.716,-6.289675,12.7254,13.8684,"[[-6.289675,2.790825],[-6.289675,12.709525],[-6.289675,12.7254],[-8.816975,12.7254],[-9.832975,12.7254],[-11.938,12.7254],[-11.938,12.709525],[-11.938,5.58165],[-9.18845,5.58165],[-9.18845,2.790825]]",48.44019546,"Concrete, Precast",floor,0.1524
94bfd485-ea02-4ad9-8ec8-ad3e74a13007-00204d05,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0,1.176195345,-11.953875,2.790825,13.716,-9.18845,5.58165,13.8684,"[[-9.18845,2.790825],[-9.18845,5.58165],[-11.938,5.58165],[-11.953875,5.58165],[-11.953875,2.790825]]",7.717817226,"Concrete, Polished",floor,0.1524
dd782ca8-2341-4e80-b8d9-8c990d1f9347-00204d19,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,7.182024694,12.69365,-9.000810259,9.652,21.56682225,0.714375,9.8044,"[[17.65935,-2.2606],[17.65935,0.682625],[17.65935,0.714375],[17.17262311,0.714375],[15.662275,0.714375],[15.5829,0.714375],[15.5829,0.5715],[15.5829,-6.2865],[12.69365,-6.2865],[12.69365,-9.000810259],[12.7254,-8.996630292],[21.31814309,-7.865374204],[21.56682225,-7.832634972],[20.83324993,-2.2606]]",47.12614629,"Concrete, Precast",floor,0.1524
dd782ca8-2341-4e80-b8d9-8c990d1f9347-00204d87,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.350215122,17.65935,-2.2606,9.652,20.83324993,0.714375,9.8044,"[[17.65935,0.714375],[17.65935,-2.2606],[20.83324993,-2.2606],[20.44158704,0.714375]]",8.859679279,"Concrete, Polished",floor,0.1524
dd782ca8-2341-4e80-b8d9-8c990d1f9347-00204d9b,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,7.182024694,12.69365,-9.000810259,5.588,21.56682225,0.714375,5.7404,"[[17.65935,-2.2606],[17.65935,0.714375],[17.17262311,0.714375],[15.5829,0.714375],[15.5829,0.5715],[15.5829,-6.2865],[15.2781,-6.2865],[12.7254,-6.2865],[12.69365,-6.2865],[12.69365,-9.000810259],[21.56682225,-7.832634972],[20.83324993,-2.2606]]",47.12614629,"Concrete, Precast",floor,0.1524
dd782ca8-2341-4e80-b8d9-8c990d1f9347-00204da6,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,1.350215122,17.65935,-2.2606,5.588,20.83324993,0.714375,5.7404,"[[17.65935,0.714375],[17.65935,-2.2606],[20.83324993,-2.2606],[20.44158704,0.714375]]",8.859679279,"Concrete, Polished",floor,0.1524
dd782ca8-2341-4e80-b8d9-8c990d1f9347-00204db2,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,15.28181798,1.209675,-9.013825,5.588,12.4587,0.714375,5.7404,"[[3.5941,-3.2639],[3.5941,-0.70485],[6.384925,-0.70485],[6.384925,-1.406525],[7.42315,-1.406525],[7.42315,-2.657475],[6.384925,-2.657475],[6.384925,-3.2639]]",100.2743962,"Concrete, Precast",floor,0.1524
424dd686-b3a4-44bd-b3a5-d625089d11c6-00204e12,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,1.28635175,3.5941,-3.2639,5.588,7.42315,-0.70485,5.7404,"[[3.5941,-0.70485],[3.5941,-3.2639],[6.384925,-3.2639],[6.384925,-2.657475],[7.42315,-2.657475],[7.42315,-1.406525],[6.384925,-1.406525],[6.384925,-0.70485]]",8.44062828,"Concrete, Polished",floor,0.1524
424dd686-b3a4-44bd-b3a5-d625089d11c6-00204e25,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,15.28181798,1.209675,-9.013825,9.652,12.4587,0.714375,9.8044,"[[1.209675,0.714375],[1.209675,-9.013825],[1.241425,-9.013825],[12.42695,-9.013825],[12.4587,-9.013825],[12.4587,-6.35],[12.3571,-6.35],[12.3571,0.714375]]",100.2743962,"Concrete, Precast",floor,0.1524
424dd686-b3a4-44bd-b3a5-d625089d11c6-00204e36,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.28635175,3.5941,-3.2639,9.652,7.42315,-0.70485,9.8044,"[[3.5941,-0.70485],[3.5941,-3.2639],[6.384925,-3.2639],[6.384925,-2.657475],[7.42315,-2.657475],[7.42315,-1.406525],[6.384925,-1.406525],[6.384925,-0.70485]]",8.44062828,"Concrete, Polished",floor,0.1524
c156b02b-c07a-4289-ab0b-10bb55174f0d-00204e71,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,10.75876043,-14.9606,-8.435334025,5.588,-6.289675,0.714375,5.7404,"[[-14.9606,0.714375],[-14.9606,-8.435334025],[-14.8082,-8.435334025],[-6.4754125,-8.435334025],[-6.289675,-8.435334025],[-6.289675,0.714375]]",70.59554087,"Concrete, Precast",floor,0.1524
c156b02b-c07a-4289-ab0b-10bb55174f0d-00204ec4,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cfb,,,0,1.332113138,-12.6619,-3.2639,5.588,-8.68045,-0.70485,5.7404,"[[-12.6619,-3.2639],[-9.871075,-3.2639],[-9.871075,-2.657475],[-8.68045,-2.657475],[-8.68045,-1.31445],[-9.871075,-1.31445],[-9.871075,-0.70485],[-12.6619,-0.70485]]",8.740899857,"Concrete, Polished",floor,0.1524
c156b02b-c07a-4289-ab0b-10bb55174f0d-00204ed5,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,10.75876043,-14.9606,-8.435334025,9.652,-6.289675,0.714375,9.8044,"[[-14.9606,0.714375],[-14.9606,-8.435334025],[-14.8082,-8.435334025],[-6.4754125,-8.435334025],[-6.289675,-8.435334025],[-6.289675,0.714375]]",70.59554087,"Concrete, Precast",floor,0.1524
c156b02b-c07a-4289-ab0b-10bb55174f0d-00204ee4,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.332113138,-12.6619,-3.2639,9.652,-8.68045,-0.70485,9.8044,"[[-12.6619,-3.2639],[-9.871075,-3.2639],[-9.871075,-2.657475],[-8.68045,-2.657475],[-8.68045,-1.31445],[-9.871075,-1.31445],[-9.871075,-0.70485],[-12.6619,-0.70485]]",8.740899857,"Concrete, Polished",floor,0.1524
c156b02b-c07a-4289-ab0b-10bb55174f0d-00204efe,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,9.29507249,-6.054725,-9.026525,9.652,0.974725,0.714375,9.8044,"[[-6.054725,0.714375],[-6.054725,-9.026525],[0.974725,-9.026525],[0.974725,0.714375]]",60.99128931,"Concrete, Precast",floor,0.1524
c156b02b-c07a-4289-ab0b-10bb55174f0d-00204f45,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1a,,,0,1.140238542,-4.2545,-3.2639,9.652,-0.8001,-0.70485,9.8044,"[[-4.2545,-3.2639],[-1.838325,-3.2639],[-1.838325,-2.657475],[-0.8001,-2.657475],[-0.8001,-1.406525],[-1.838325,-1.406525],[-1.838325,-0.70485],[-4.2545,-0.70485]]",7.481880198,"Concrete, Polished",floor,0.1524
4a07bc90-be6d-4c44-a151-67fa3e851486-00208ae8,"Brick - 8""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,0.2794,0.2488560608,-28.387675,-6.731,-1.7272,-27.813,-4.5974,-1.524,"[[-27.813,-6.731],[-27.813,-4.5974],[-28.387675,-4.5974],[-28.387675,-6.731]]",1.22612658,"Brick, Dark Blend, Soldier",floor,0.2032
4a07bc90-be6d-4c44-a151-67fa3e851486-00208b88,"Brick - 8""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,0.508,0.2476003435,-27.771725,-6.731,-1.4986,-27.19705,-4.5974,-1.2954,"[[-27.19705,-6.731],[-27.19705,-4.5974],[-27.771725,-4.5974],[-27.771725,-6.731]]",1.22612658,"Brick, Dark Blend, Soldier",floor,0.2032
4a07bc90-be6d-4c44-a151-67fa3e851486-00208bb7,Hardscape - Brick Walk,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,0.6096,0.1465986745,-27.822525,-6.731,-1.2954,-27.14625,-4.5974,-1.1938,"[[-27.14625,-4.5974],[-27.822525,-4.5974],[-27.822525,-6.731],[-27.14625,-6.731]]",1.44290034,"Brick, Common",floor,0.1016
8c5c5b67-2cac-40ae-8a16-86e5042b4519-0020912b,"Concrete Slab 6""",,02a23a8b-94c1-452d-91fe-6406594cff3b-000959b8,,,0,178.7650389,-33.3756,-17.68093403,-5.3086,21.26133798,12.7254,-4.893233979,"[[-33.3756,-8.3058],[-27.3431,-8.3058],[-20.0279,-8.3058],[-5.4102,-8.3058],[-5.4102,-8.994134025],[12.55114282,-8.994134025],[21.26133798,-7.847415078],[20.1383369,0.682625],[20.1128391,0.8763],[18.59300317,12.4206],[-12.3063,12.4206],[-12.3063,12.7254],[-14.859,12.7254],[-14.859,12.4206],[-30.6705,12.4206],[-30.6705,12.7254],[-33.3756,12.7254],[-33.3756,6.0071],[-33.3756,5.5499]]",1172.998943,"Concrete, Cast-in-Place gray",floor,0.1524
ef8b9a24-5ee1-4a06-92a2-13268dc6414d-0020aa40,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,10.75876043,-14.9606,-8.435334025,2.3114,-6.289675,0.714375,2.4638,"[[-12.6619,-3.2639],[-12.6619,-0.70485],[-9.871075,-0.70485],[-9.871075,-1.31445],[-8.68045,-1.31445],[-8.68045,-2.657475],[-9.871075,-2.657475],[-9.871075,-3.2639]]",70.59554087,"Concrete, Precast",floor,0.1524
ef8b9a24-5ee1-4a06-92a2-13268dc6414d-0020aa4f,Finish Floor - Polished Concrete (Brown),,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d19,,,0,1.332113138,-12.6619,-3.2639,2.3114,-8.68045,-0.70485,2.4638,"[[-12.6619,-3.2639],[-9.871075,-3.2639],[-9.871075,-2.657475],[-8.68045,-2.657475],[-8.68045,-1.31445],[-9.871075,-1.31445],[-9.871075,-0.70485],[-12.6619,-0.70485]]",8.740899857,"Concrete, Polished",floor,0.1524
62cdd21b-b0cf-4edf-9a70-204b3d67cbec-0020edbf,Roof - Planting Bed,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,0.7112,0.5683386638,-14.779625,-8.371834025,14.478,-12.27134639,-4.993043941,14.5796,"[[-14.779625,-4.993043941],[-14.779625,-8.371834025],[-12.27134639,-8.371834025]]",5.594052259,Planting Bed,floor,0.1016
d535bf2b-b0f3-4a3b-8a96-0b627770f6bc-00222885,"Concrete Slab 6""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090cf6,,,-0.00508,0.332120145,-15.198725,13.471525,-0.15748,-13.29912773,14.690725,-0.00508,"[[-15.198725,14.690725],[-15.198725,13.471525],[-13.446125,13.471525],[-13.446125,14.690725]]",2.315988995,"Concrete, Cast-in-Place gray",floor,0.1524
143ec8e5-498d-4633-98f8-14a9c4951034-0022a4b3,Finish Floor - Laminate,,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,-0.7112,4.91895631,-6.054725,-4.9911,13.0048,0.974725,0.6604,13.1572,"[[0.974725,-4.9911],[0.974725,0.6604],[0.942975,0.6604],[-6.022975,0.6604],[-6.054725,0.6604],[-6.054725,-3.750847554],[-5.972175,-3.750847554],[-0.047625,-3.750847554],[-0.047625,-4.00685],[-0.047625,-4.9911]]",32.27661621,"Concrete, Precast",floor,0.1524
afffd176-2c7d-481c-8b2a-ea85b7db4afd-0022e83f,Roof - Brick Border,,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,0.2032,0.1179868608,28.08823286,29.64782847,18.0848,29.61223286,31.17182847,18.1356,"[[29.61223286,31.17182847],[28.08823286,31.17182847],[28.08823286,29.64782847],[29.61223286,29.64782847]]",2.322576,Paving - Brick Border,floor,0.0508
afffd176-2c7d-481c-8b2a-ea85b7db4afd-0022e846,Roof - Decking,,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,0.2032,0.1179868608,28.08823286,27.20942847,18.0848,29.61223286,28.73342847,18.1356,"[[29.61223286,28.73342847],[28.08823286,28.73342847],[28.08823286,27.20942847],[29.61223286,27.20942847]]",2.322576,Exterior Decking,floor,0.0508
afffd176-2c7d-481c-8b2a-ea85b7db4afd-0022e84d,Roof - Planting Bed,,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,0.2032,0.2359737216,28.08823286,24.77102847,18.034,29.61223286,26.29502847,18.1356,"[[29.61223286,26.29502847],[28.08823286,26.29502847],[28.08823286,24.77102847],[29.61223286,24.77102847]]",2.322576,Planting Bed,floor,0.1016
afffd176-2c7d-481c-8b2a-ea85b7db4afd-0022e854,Roof - Porcelain Float Deck 2'x2',,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,0.2032,0.1179868608,28.08823286,22.33262847,18.0848,29.61223286,23.85662847,18.1356,"[[29.61223286,23.85662847],[28.08823286,23.85662847],[28.08823286,22.33262847],[29.61223286,22.33262847]]",2.322576,Stone Tiles,floor,0.0508
afffd176-2c7d-481c-8b2a-ea85b7db4afd-0022e85b,Roof - Sculpture Bed,,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,0.2032,0.294967152,28.08823286,19.89422847,18.0086,29.61223286,21.41822847,18.1356,"[[29.61223286,21.41822847],[28.08823286,21.41822847],[28.08823286,19.89422847],[29.61223286,19.89422847]]",2.322576,Sculpture Bed,floor,0.127
afffd176-2c7d-481c-8b2a-ea85b7db4afd-0022e862,Roof - Turf,,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,0.2032,0.2359737216,28.08823286,17.45582847,18.034,29.61223286,18.97982847,18.1356,"[[29.61223286,18.97982847],[28.08823286,18.97982847],[28.08823286,17.45582847],[29.61223286,17.45582847]]",2.322576,Grass - Turf,floor,0.1016
2f2dcf9b-395a-4397-bbf3-8bafa7cd1a8f-002339dd,"Concrete Slab 6""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d18,,,0,35.44846254,-33.740725,-8.721725,-1.9558,-15.1638,5.826125,-1.8034,"[[-15.1638,2.787650004],[-15.408275,2.787650004],[-27.555825,2.787650004],[-27.555825,5.826125],[-27.5717,5.826125],[-27.708225,5.826125],[-30.286325,5.826125],[-30.3657,5.826125],[-30.6705,5.826125],[-33.740725,5.826125],[-33.740725,5.5499],[-33.740725,-8.721725],[-33.3756,-8.721725],[-15.1638,-8.721725]]",232.6014602,"Concrete, Cast-in-Place gray",floor,0.1524
45ed4799-d124-4abc-8e2b-9d29089bad28-000b8215,"Concrete - 6""",,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,,95.36947728,-33.740725,-2.353469979,17.78,20.71432303,12.7254,17.9324,"[[2.1209,6.6421],[1.4859,6.6421]]",625.785095,"Concrete, Lightweight",roof,0.1524
45ed4799-d124-4abc-8e2b-9d29089bad28-000b83f0,"Concrete - 6""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,,19.91554463,1.11125,-9.223871542,13.716,21.59285987,0.2753511476,13.8684,"[[21.59285987,-8.030410381],[20.75186268,-1.642402531],[19.77185488,-3.792975223],[16.35975715,-2.238095248],[16.928236,-0.9906],[15.5829,-0.9906],[15.5829,-6.2865],[12.4206,-6.2865],[12.4206,-0.9945643743],[12.0082339,-0.9945643743],[11.10416699,-2.978488994],[7.629832651,-1.395248031],[8.191056505,-0.1636734614],[7.227641391,0.2753511476],[6.160513446,-2.066401843],[2.545601068,-0.4191],[2.416162346,-0.3601152661],[2.331409809,-0.5461],[1.11125,-0.5461],[1.11125,-9.223871542],[12.52762235,-9.223871542]]",130.6794267,"Concrete, Lightweight",roof,0.1524
45ed4799-d124-4abc-8e2b-9d29089bad28-000b8461,"Concrete - 6""",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,,9.67066065,-15.0114,-8.54955323,13.716,-6.19125,0.6429439979,13.8684,"[[-15.0114,-8.54955323],[-14.8082,-8.54955323],[-6.4754125,-8.54955323],[-6.19125,-8.54955323],[-6.19125,-0.5461],[-7.776860375,-0.5461],[-8.925637677,-3.067027968],[-13.20159418,-1.118490828],[-12.64369875,0.1057797051],[-13.82247594,0.6429439979],[-15.0114,-1.96608379]]",63.45577854,"Concrete, Lightweight",roof,0.1524
3147f156-b90b-4390-99a7-3e9151cbdba3-000b96c1,Insulation on Metal Deck - EPDM,,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c8,,,,4.16371485,-33.6804,6.0071,20.9804,-30.6705,13.0302,21.42262205,"[[-33.6804,13.0302],[-33.6804,6.0071],[-30.6705,6.0071],[-30.6705,13.0302]]",21.15171374,"Concrete, Cast-in-Place gray",roof,0.19685
c1d54505-61c2-449c-9999-8528a85092a8-000d7882,Insulation on Metal Deck - EPDM,,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c8,,,,3.531251835,-14.859,6.0071,20.9804,-12.3063,13.0302,21.42262205,"[[-14.859,13.0302],[-14.859,6.0071],[-12.3063,6.0071],[-12.3063,13.0302]]",17.9387952,"Concrete, Cast-in-Place gray",roof,0.19685
9b742a74-29a2-4bfb-b21f-467adccc22dd-000eb7cf,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board",,9b742a74-29a2-4bfb-b21f-467adccc22dd-000eb741,,,,9.784432608,-6.022975,-9.178284025,16.2687,0.942975,0.62865,16.4719,"[[-6.022975,-7.884639942],[-4.756145479,-7.884639942],[-4.756145479,-9.178284025],[-0.3238545212,-9.178284025],[-0.3238545212,-7.884639942],[0.942975,-7.884639942],[0.942975,-5.060460051],[0.917575,-5.051675453],[-5.997575,-5.051675191],[-6.022975,-5.060459786]]",68.31461207,Rigid insulation,roof,0
11c97122-e025-49a4-8083-873e3941cab3-001d3d87,Insulation on Metal Deck - EPDM,,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c8,,,,1.130986706,-30.3657,7.9375,21.1836,-27.8257,10.1981,21.45951188,"[[-30.3657,10.1981],[-30.3657,7.9375],[-27.8257,7.9375],[-27.8257,10.1981]]",5.745423957,"Concrete, Cast-in-Place gray",roof,0.19685
a8f030e3-a453-4b12-a066-5c73499dae33-001d3e33,Insulation on Metal Deck - EPDM,,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c8,,,,2.119440495,-17.34185,5.826125,20.9804,-15.1638,10.766425,21.34988907,"[[-17.34185,10.766425],[-17.34185,5.826125],[-15.1638,5.826125],[-15.1638,10.766425]]",10.76677925,"Concrete, Cast-in-Place gray",roof,0.19685
a8f030e3-a453-4b12-a066-5c73499dae33-001d3e82,Insulation on Metal Deck - EPDM,,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c8,,,,3.294983629,12.7254,-5.9817,20.9804,15.2781,0.5715,21.40621278,"[[12.7254,0.5715],[12.7254,-5.9817],[15.2781,-5.9817],[15.2781,0.5715]]",16.73855031,"Concrete, Cast-in-Place gray",roof,0.19685
a8f030e3-a453-4b12-a066-5c73499dae33-001d3e92,Insulation on Metal Deck - EPDM,,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c8,,,,3.200398512,-8.29945,5.876925,20.9804,-1.8542,8.397875,21.2654035,"[[-8.29945,8.397875],[-8.29945,5.876925],[-1.8542,5.876925],[-1.8542,8.397875]]",16.25805696,"Concrete, Cast-in-Place gray",roof,0.19685
a8f030e3-a453-4b12-a066-5c73499dae33-001d3ea2,Insulation on Metal Deck - EPDM,,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c8,,,,1.130986706,-1.6002,6.0071,21.1836,0.9398,8.2677,21.45951188,"[[-1.6002,8.2677],[-1.6002,6.0071],[0.9398,6.0071],[0.9398,8.2677]]",5.745423957,"Concrete, Cast-in-Place gray",roof,0.19685
a8f030e3-a453-4b12-a066-5c73499dae33-001d3eb4,Insulation on Metal Deck - EPDM,,8b2fcbb6-3350-4536-a114-8d91a78c59b4-000aa0c8,,,,1.148194236,1.1938,4.23545,20.9804,2.670175,8.397875,21.32272507,"[[2.670175,8.397875],[1.1938,8.397875],[1.1938,4.23545],[2.670175,4.23545]]",5.833962434,"Concrete, Cast-in-Place gray",roof,0.19685
bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5cd1,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board",,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,,7.402102357,-9.693275,4.060825,17.9324,2.8448,9.7917,18.1737,"[[-9.693275,9.7917],[-8.474075,8.5725],[-8.29945,8.5725],[-1.8542,8.5725],[0.9398,8.5725],[2.8448,8.5725],[2.8448,9.7917]]",32.41470927,Rigid insulation,roof,0
bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5cdc,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board",,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,,3.280456697,-18.735675,4.4831,17.9324,-11.9507,10.94105,18.1737,"[[-18.735675,4.4831],[-11.9507,4.4831],[-11.9507,5.6515],[-12.0015,5.6515],[-15.1638,5.6515],[-17.516475,5.6515],[-17.6022,5.569346875]]",14.37984282,Rigid insulation,roof,0
bf09761f-abbe-4f7b-bf24-58b710b64a00-001d5ce5,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board",,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,,0.9973822633,-30.3149,5.6515,17.9324,-27.5209,7.6327,18.1737,"[[-29.0957,6.4135],[-27.5209,6.4135],[-27.5209,7.546975],[-27.5209,7.6327],[-30.229175,7.6327],[-30.3149,7.6327]]",4.336415956,Rigid insulation,roof,0
680d599d-b12d-4d83-8008-40cbd0852e33-001d6398,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board",,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,,105.2797988,-33.740725,-2.353469979,17.9324,20.71432303,12.7254,18.1991,"[[19.22091535,9.7917],[15.57021145,6.985],[19.97539936,4.060825]]",526.440286,Rigid insulation,roof,0
735d3163-b88f-43cf-948f-5c14478ee15b-001d87f1,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board",,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,,0.9096786968,12.3698,0.9271,17.9324,15.6337,2.1463,18.1737,"[[15.6337,0.9271],[15.6337,2.1463],[12.3698,2.1463],[12.3698,0.9271]]",3.98021036,Rigid insulation,roof,0
5b34b8ef-3bd6-4609-8a59-2a8081aceb33-001e2602,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,,12.63888104,-15.0114,-8.54955323,13.8684,-6.19125,0.6429439979,14.1478,"[[-15.0114,-1.96608379],[-15.0114,-5.50155323],[-12.11864489,-4.286227968]]",63.5009548,Rigid insulation,roof,0
a37d03cc-42a8-4ebd-af02-9ffda95959ae-001e4afb,"TPO Roof, 5"" Min. Rigid Insulation w 5/8"" Protection Board",,434b4aa7-f200-460c-b3bb-afb56c30ead0-00090d1b,,,,25.79716809,1.11125,-9.223871542,13.8684,21.59285987,0.2753511476,14.1478,"[[9.138156723,-7.02555323],[6.160513446,-9.223871542],[12.4206,-9.223871542],[9.442956723,-7.02555323]]",130.9092829,Rigid insulation,roof,0
ea4552cf-a3f3-4a60-9671-9b82f7ba08f8-00203ca1,"Concrete - 6""",,02a23a8b-94c1-452d-91fe-6406594cff3b-00095ad3,,,,0.9434314563,-6.207125,0.4452432937,17.5006,1.127125,1.5494,17.8562,,6.19049512,"Concrete, Lightweight",roof,0.1524
