id,number,base_offset,top_level_id,top_offset,material
w-856,,,lv-5,-0.152,Metal Stud Layer
w-861,,,lv-5,-0.152,Metal Stud Layer
w-862,,,lv-5,-0.152,Metal Stud Layer
w-863,,,lv-5,-0.152,Metal Stud Layer
w-864,,,lv-5,-0.152,Metal Stud Layer
w-865,,,lv-5,-0.152,Metal Stud Layer
w-866,,,lv-5,-0.152,Metal Stud Layer
w-867,,,lv-5,-0.152,Metal Stud Layer
w-868,,,lv-5,-0.152,Metal Stud Layer
w-869,,,lv-5,-0.152,Metal Stud Layer
w-870,,,lv-5,-0.152,Metal Stud Layer
w-871,,,lv-5,-0.152,Metal Stud Layer
w-872,,,lv-5,-0.152,Metal Stud Layer
w-876,,,lv-6,0,Metal Furring
w-877,,,lv-6,0,Metal Furring
w-922,,,lv-5,-0.152,Metal Stud Layer
w-923,,,lv-5,-0.152,Metal Stud Layer
w-931,,,,0,Metal Furring
w-932,,,,0,Metal Furring
w-935,,,,0,Metal Furring
w-936,,,,0,Metal Furring
w-937,,,,0,Metal Furring
w-938,,,,0,Metal Furring
w-959,,,,0,Metal Furring
w-960,,,,0,Metal Furring
w-961,,,,0,Metal Furring
w-962,,,,0,Metal Furring
w-967,,,,0,Metal Furring
w-968,,,,0,Metal Furring
w-969,,,,0,Metal Furring
w-970,,,,0,Metal Furring
w-973,,,,0,Metal Furring
w-974,,,,0,Metal Furring
w-975,,,,0,Metal Furring
w-976,,,,0,Metal Furring
w-977,,,,0,Metal Furring
w-978,,,,0,Metal Furring
w-1000,,,lv-5,-0.152,Metal Stud Layer
w-1001,,,lv-5,-0.152,Metal Stud Layer
w-1002,,,lv-5,-0.152,Metal Stud Layer
w-1009,,,lv-5,-0.152,Metal Stud Layer
w-1031,,,,0,Metal Stud Layer
w-1034,,,,0,Metal Stud Layer
w-1038,,,,0,Metal Stud Layer
w-1041,,,,0,Metal Stud Layer
w-1044,,,,0,Metal Stud Layer
w-1045,,,,0,Metal Stud Layer
w-1047,,,lv-5,-0.152,Metal Stud Layer
w-1048,,,lv-5,-0.152,Metal Stud Layer
w-1053,,,lv-5,-0.152,Metal Stud Layer
w-1054,,,lv-5,-0.152,Metal Stud Layer
w-1060,,,lv-5,-0.152,Metal Stud Layer
w-1065,,,,0,Metal Stud Layer
w-1069,,,,0,Metal Stud Layer
