id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-47,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-48,,,4.638,5.045,round,0.013,0.013,plumbing,,
pi-49,,,5.185,5.185,round,0.051,0.051,plumbing,,
pi-50,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-51,,,5.045,4.638,round,0.013,0.013,plumbing,,
pi-52,,,5.185,5.185,round,0.051,0.051,plumbing,,
pi-53,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-54,,,5.045,4.638,round,0.013,0.013,plumbing,,
pi-55,,,5.185,5.185,round,0.051,0.051,plumbing,,
pi-56,,,5.185,5.185,round,0.051,0.051,plumbing,,
pi-57,,,5.185,5.185,round,0.051,0.051,plumbing,,
pi-58,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-59,,,4.638,5.045,round,0.013,0.013,plumbing,,
pi-60,,,5.185,5.185,round,0.051,0.051,plumbing,,
pi-61,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-62,,,5.045,4.638,round,0.013,0.013,plumbing,,
pi-63,,,5.185,5.185,round,0.051,0.051,plumbing,,
pi-64,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-65,,,5.045,4.638,round,0.013,0.013,plumbing,,
pi-66,,,5.185,5.185,round,0.051,0.051,plumbing,,
pi-67,,,5.791,5.791,round,0.025,0.025,plumbing,,
pi-68,,,5.791,5.791,round,0.025,0.025,plumbing,,
pi-69,,,5.791,5.791,round,0.025,0.025,plumbing,,
pi-70,,,5.791,5.791,round,0.025,0.025,plumbing,,
pi-71,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-72,,,5.776,4.638,round,0.013,0.013,plumbing,,
pi-73,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-74,,,5.702,4.638,round,0.013,0.013,plumbing,,
pi-75,,,5.791,5.791,round,0.025,0.025,plumbing,,
pi-76,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-77,,,4.638,5.702,round,0.013,0.013,plumbing,,
pi-78,,,5.791,5.791,round,0.025,0.025,plumbing,,
pi-79,,,5.791,5.791,round,0.025,0.025,plumbing,,
pi-80,,,5.791,5.791,round,0.025,0.025,plumbing,,
pi-81,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-82,,,5.776,4.638,round,0.013,0.013,plumbing,,
pi-83,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-84,,,4.638,5.702,round,0.013,0.013,plumbing,,
pi-85,,,5.791,5.791,round,0.025,0.025,plumbing,,
pi-86,,,4.623,4.623,round,0.013,0.013,plumbing,,
pi-87,,,4.638,5.702,round,0.013,0.013,plumbing,,
pi-88,,,5.791,5.791,round,0.025,0.025,plumbing,,
pi-89,,,4.562,4.013,round,0.051,0.051,plumbing,,
pi-90,,,3.962,3.962,round,0.051,0.051,plumbing,,
pi-91,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-92,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-93,,,4.267,4.064,round,0.102,0.102,plumbing,,
pi-94,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-95,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-96,,,4.267,4.064,round,0.102,0.102,plumbing,,
pi-97,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-98,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-99,,,4.267,4.064,round,0.102,0.102,plumbing,,
pi-100,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-101,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-102,,,4.267,4.064,round,0.102,0.102,plumbing,,
pi-103,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-104,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-105,,,4.267,4.064,round,0.102,0.102,plumbing,,
pi-106,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-107,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-108,,,4.267,4.064,round,0.102,0.102,plumbing,,
pi-109,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-110,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-111,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-112,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-113,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-114,,,4.267,4,round,0.038,0.038,plumbing,,
pi-115,,,3.962,3.962,round,0.038,0.038,plumbing,,
pi-116,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-117,,,4.267,4,round,0.038,0.038,plumbing,,
pi-118,,,3.962,3.962,round,0.038,0.038,plumbing,,
pi-119,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-120,,,4.267,4,round,0.038,0.038,plumbing,,
pi-121,,,3.962,3.962,round,0.038,0.038,plumbing,,
pi-122,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-123,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-124,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-125,,,4.267,4,round,0.038,0.038,plumbing,,
pi-126,,,3.962,3.962,round,0.038,0.038,plumbing,,
pi-127,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-128,,,4.267,4,round,0.038,0.038,plumbing,,
pi-129,,,3.962,3.962,round,0.038,0.038,plumbing,,
pi-130,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-131,,,4.267,4,round,0.038,0.038,plumbing,,
pi-132,,,3.962,3.962,round,0.038,0.038,plumbing,,
pi-133,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-134,,,4.516,4.013,round,0.051,0.051,plumbing,,
pi-135,,,3.962,3.962,round,0.051,0.051,plumbing,,
pi-136,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-137,,,4.516,4.013,round,0.051,0.051,plumbing,,
pi-138,,,3.962,3.962,round,0.051,0.051,plumbing,,
pi-139,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-140,,,4.516,4.013,round,0.051,0.051,plumbing,,
pi-141,,,3.962,3.962,round,0.051,0.051,plumbing,,
pi-142,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-143,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-144,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-145,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-146,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-147,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-148,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-149,,,4.267,4.064,round,0.102,0.102,plumbing,,
pi-150,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-151,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-152,,,4.267,4.064,round,0.102,0.102,plumbing,,
pi-153,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-154,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-155,,,4.267,4.064,round,0.102,0.102,plumbing,,
pi-156,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-157,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-158,,,4.267,4.064,round,0.102,0.102,plumbing,,
pi-159,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-160,,,3.962,3.962,round,0.102,0.102,plumbing,,
pi-161,,,4.686,4.686,round,0.102,0.102,plumbing,,
pi-162,,,5.963,5.988,round,0.032,0.032,plumbing,,
pi-163,,,6.02,6.02,round,0.032,0.032,plumbing,,
pi-164,,,4.893,5.988,round,0.032,0.032,plumbing,,
pi-165,,,4.686,4.686,round,0.102,0.102,plumbing,,
pi-166,,,4.686,4.686,round,0.102,0.102,plumbing,,
pi-167,,,5.963,5.988,round,0.032,0.032,plumbing,,
pi-168,,,6.02,6.02,round,0.032,0.032,plumbing,,
pi-169,,,4.893,5.988,round,0.032,0.032,plumbing,,
pi-170,,,4.686,4.686,round,0.102,0.102,plumbing,,
pi-171,,,3.658,3.658,round,0.102,0.102,plumbing,,
pi-172,,,4.686,4.686,round,0.102,0.102,plumbing,,
pi-173,,,3.76,4.584,round,0.102,0.102,plumbing,,
pi-174,,,3.658,3.658,round,0.102,0.102,plumbing,,
pi-175,,,3.658,3.658,round,0.102,0.102,plumbing,,
pi-176,,,4.584,3.76,round,0.102,0.102,plumbing,,
