id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-239,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-240,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-241,,,9.617,9.21,round,0.013,0.013,plumbing,,
pi-242,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-243,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-244,,,9.617,9.21,round,0.013,0.013,plumbing,,
pi-245,,,9.757,9.757,round,0.051,0.051,plumbing,,
pi-246,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-247,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-248,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-249,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-250,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-251,,,10.348,9.21,round,0.013,0.013,plumbing,,
pi-252,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-253,,,10.274,9.21,round,0.013,0.013,plumbing,,
pi-254,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-255,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-256,,,9.21,10.274,round,0.013,0.013,plumbing,,
pi-257,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-258,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-259,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-260,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-261,,,10.348,9.21,round,0.013,0.013,plumbing,,
pi-262,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-263,,,9.21,10.274,round,0.013,0.013,plumbing,,
pi-264,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-265,,,9.195,9.195,round,0.013,0.013,plumbing,,
pi-266,,,9.21,10.274,round,0.013,0.013,plumbing,,
pi-267,,,10.363,10.363,round,0.025,0.025,plumbing,,
pi-268,,,9.134,8.585,round,0.051,0.051,plumbing,,
pi-269,,,8.534,8.534,round,0.051,0.051,plumbing,,
pi-270,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-271,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-272,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-273,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-274,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-275,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-276,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-277,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-278,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-279,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-280,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-281,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-282,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-283,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-284,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-285,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-286,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-287,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-288,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-289,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-290,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-291,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-292,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-293,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-294,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-295,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-296,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-297,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-298,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-299,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-300,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-301,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-302,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-303,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-304,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-305,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-306,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-307,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-308,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-309,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-310,,,8.839,8.572,round,0.038,0.038,plumbing,,
pi-311,,,8.534,8.534,round,0.038,0.038,plumbing,,
pi-312,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-313,,,8.429,3.4,round,0.102,0.102,plumbing,,
pi-314,,,9.088,8.585,round,0.051,0.051,plumbing,,
pi-315,,,8.534,8.534,round,0.051,0.051,plumbing,,
pi-316,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-317,,,9.088,8.585,round,0.051,0.051,plumbing,,
pi-318,,,8.534,8.534,round,0.051,0.051,plumbing,,
pi-319,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-320,,,9.088,8.585,round,0.051,0.051,plumbing,,
pi-321,,,8.534,8.534,round,0.051,0.051,plumbing,,
pi-322,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-323,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-324,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-325,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-326,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-327,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-328,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-329,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-330,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-331,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-332,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-333,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-334,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-335,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-336,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-337,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-338,,,8.839,8.636,round,0.102,0.102,plumbing,,
pi-339,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-340,,,8.534,8.534,round,0.102,0.102,plumbing,,
pi-341,,,13.195,13.144,round,0.038,0.038,plumbing,,
pi-342,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-343,,,13.195,13.144,round,0.038,0.038,plumbing,,
pi-344,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-345,,,13.195,13.144,round,0.038,0.038,plumbing,,
pi-346,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-347,,,13.195,13.144,round,0.038,0.038,plumbing,,
pi-348,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-349,,,10.258,3.763,round,0.102,0.102,plumbing,,
pi-350,,,9.953,3.763,round,0.102,0.102,plumbing,,
