id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-151,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-152,,,10.477,10.447,round,0.025,0.025,plumbing,,
pi-153,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-154,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-155,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-156,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-157,,,10.998,10.885,round,0.013,0.013,plumbing,,
pi-158,,,10.871,10.871,round,0.013,0.013,plumbing,,
pi-159,,,9.144,9.144,round,0.102,0.102,plumbing,,
pi-160,,,9.144,9.144,round,0.102,0.102,plumbing,,
pi-161,,,9.177,9.949,round,0.051,0.051,plumbing,,
pi-162,,,9.982,9.982,round,0.051,0.051,plumbing,,
pi-163,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-164,,,9.974,9.533,round,0.051,0.051,plumbing,,
pi-165,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-166,,,9.478,9.974,round,0.051,0.051,plumbing,,
pi-167,,,9.144,9.144,round,0.051,0.051,plumbing,,
pi-168,,,9.144,9.144,round,0.051,0.051,plumbing,,
pi-169,,,9.144,9.144,round,0.102,0.102,plumbing,,
pi-170,,,8.841,9.388,round,0.051,0.051,plumbing,,
pi-171,,,9.5,9.5,round,0.051,0.051,plumbing,,
pi-172,,,9.5,9.5,round,0.051,0.051,plumbing,,
pi-173,,,9.425,9.4,round,0.051,0.051,plumbing,,
pi-174,,,9.398,9.398,round,0.051,0.051,plumbing,,
pi-175,,,9.498,9.452,round,0.051,0.051,plumbing,,
pi-176,,,10.857,10.282,round,0.013,0.013,plumbing,,
pi-177,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-178,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-179,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-180,,,10.276,10.425,round,0.013,0.013,plumbing,,
pi-181,,,10.439,10.439,round,0.013,0.013,plumbing,,
pi-182,,,10.604,10.454,round,0.013,0.013,plumbing,,
pi-183,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-184,,,10.276,12.483,round,0.013,0.013,plumbing,,
pi-185,,,12.497,12.497,round,0.013,0.013,plumbing,,
pi-186,,,10.276,12.476,round,0.013,0.013,plumbing,,
pi-187,,,10.276,12.533,round,0.013,0.013,plumbing,,
pi-188,,,10.733,12.483,round,0.013,0.013,plumbing,,
pi-189,,,12.497,12.497,round,0.013,0.013,plumbing,,
pi-190,,,12.497,12.497,round,0.013,0.013,plumbing,,
pi-200,,,13.17,13.17,round,0.013,0.013,plumbing,,
pi-201,,,10.581,10.998,round,0.013,0.013,plumbing,,
pi-202,,,10.566,10.566,round,0.013,0.013,plumbing,,
pi-203,,,10.566,10.566,round,0.025,0.025,plumbing,,
pi-204,,,10.641,10.587,round,0.025,0.025,plumbing,,
pi-205,,,10.911,10.998,round,0.013,0.013,plumbing,,
pi-206,,,10.897,10.897,round,0.013,0.013,plumbing,,
pi-207,,,13.121,10.911,round,0.013,0.013,plumbing,,
pi-208,,,13.136,13.136,round,0.013,0.013,plumbing,,
pi-209,,,10.897,10.897,round,0.013,0.013,plumbing,,
pi-210,,,13.136,13.136,round,0.013,0.013,plumbing,,
pi-214,,,13.156,10.282,round,0.013,0.013,plumbing,,
pi-215,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-216,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-217,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-218,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-219,,,13.121,10.276,round,0.013,0.013,plumbing,,
pi-220,,,10.022,10.241,round,0.013,0.013,plumbing,,
pi-221,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-222,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-228,,,9.373,9.373,round,0.102,0.102,plumbing,,
pi-229,,,9.506,9.431,round,0.102,0.102,plumbing,,
pi-230,,,10.073,13.141,round,0.102,0.102,plumbing,,
pi-232,,,13.284,13.284,round,0.102,0.102,plumbing,,
pi-234,,,14.108,13.386,round,0.102,0.102,plumbing,,
pi-235,,,15.099,17.077,round,0.051,0.051,plumbing,,
pi-236,,,17.174,17.525,round,0.051,0.051,plumbing,,
pi-237,,,17.622,19.546,round,0.051,0.051,plumbing,,
pi-238,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-239,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-240,,,9.438,9.943,round,0.102,0.102,plumbing,,
pi-243,,,6.009,9.308,round,0.102,0.102,plumbing,,
pi-244,,,4.912,-1.184,round,0.102,0.102,plumbing,,
pi-245,,,5.156,5.879,round,0.102,0.102,plumbing,,
pi-246,,,-1.355,-1.393,round,0.102,0.102,plumbing,,
pi-247,,,-1.564,-2.229,round,0.102,0.102,plumbing,,
pi-248,,,-2.604,-2.67,round,0.102,0.102,plumbing,,
pi-249,,,-2.966,-2.816,round,0.102,0.102,plumbing,,
pi-251,,,-4.125,-4.13,round,0.254,0.254,plumbing,,
pi-253,,,-3.84,-3.918,round,0.254,0.254,plumbing,,
pi-263,,,-3.422,-3.418,round,0.203,0.203,plumbing,,
pi-268,,,-3.517,-3.635,round,0.203,0.203,plumbing,,
pi-273,,,-2.591,-2.598,round,0.102,0.102,plumbing,,
pi-308,,,-3.931,-3.946,round,0.254,0.254,plumbing,,
pi-315,,,-3.995,-3.959,round,0.254,0.254,plumbing,,
pi-331,,,9.195,9.195,round,0.102,0.102,plumbing,,
pi-339,,,5.223,8.606,round,0.102,0.102,plumbing,,
pi-373,,,9.246,12.67,round,0.102,0.102,plumbing,,
pi-380,,,9.195,9.195,round,0.102,0.102,plumbing,,
pi-393,,,9.273,9.649,round,0.051,0.051,plumbing,,
pi-394,,,9.195,9.195,round,0.051,0.051,plumbing,,
pi-395,,,9.042,9.042,round,0.051,0.051,plumbing,,
pi-396,,,9.93,9.12,round,0.051,0.051,plumbing,,
pi-397,,,9.042,9.042,round,0.051,0.051,plumbing,,
pi-398,,,9.12,9.93,round,0.051,0.051,plumbing,,
pi-399,,,9.042,9.042,round,0.051,0.051,plumbing,,
pi-400,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-401,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-402,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-408,,,9.195,9.195,round,0.051,0.051,plumbing,,
pi-409,,,9.071,9.166,round,0.051,0.051,plumbing,,
pi-472,,,9.601,9.72,round,0.102,0.102,plumbing,,
pi-473,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-474,,,9.642,9.72,round,0.102,0.102,plumbing,,
pi-477,,,9.242,9.357,round,0.102,0.102,plumbing,,
pi-500,,,9.398,9.398,round,0.051,0.051,plumbing,,
pi-501,,,9.93,9.476,round,0.051,0.051,plumbing,,
pi-502,,,9.398,9.398,round,0.051,0.051,plumbing,,
pi-503,,,9.93,9.476,round,0.051,0.051,plumbing,,
pi-504,,,9.398,9.398,round,0.051,0.051,plumbing,,
pi-505,,,9.93,9.476,round,0.051,0.051,plumbing,,
pi-506,,,9.398,9.398,round,0.051,0.051,plumbing,,
pi-507,,,9.398,9.398,round,0.051,0.051,plumbing,,
pi-531,,,9.72,9.642,round,0.102,0.102,plumbing,,
pi-532,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-533,,,9.642,9.72,round,0.102,0.102,plumbing,,
pi-551,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-552,,,9.195,9.195,round,0.051,0.051,plumbing,,
pi-553,,,9.93,9.273,round,0.051,0.051,plumbing,,
pi-554,,,9.93,9.273,round,0.051,0.051,plumbing,,
pi-555,,,9.195,9.195,round,0.051,0.051,plumbing,,
pi-556,,,9.195,9.195,round,0.051,0.051,plumbing,,
pi-557,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-558,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-561,,,9.146,9.398,round,0.102,0.102,plumbing,,
pi-572,,,9.72,9.642,round,0.102,0.102,plumbing,,
pi-573,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-574,,,9.601,9.72,round,0.102,0.102,plumbing,,
pi-575,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-600,,,8.965,9.357,round,0.102,0.102,plumbing,,
pi-601,,,8.819,8.808,round,0.102,0.102,plumbing,,
pi-602,,,8.804,8.796,round,0.102,0.102,plumbing,,
pi-606,,,-3.717,-3.824,round,0.203,0.203,plumbing,,
pi-607,,,9.72,9.642,round,0.102,0.102,plumbing,,
pi-608,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-609,,,9.642,9.72,round,0.102,0.102,plumbing,,
pi-610,,,9.72,9.642,round,0.102,0.102,plumbing,,
pi-611,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-612,,,9.642,9.72,round,0.102,0.102,plumbing,,
pi-639,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-661,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-662,,,9.5,9.5,round,0.051,0.051,plumbing,,
pi-663,,,9.93,9.577,round,0.051,0.051,plumbing,,
pi-664,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-665,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-666,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-670,,,9.93,9.337,round,0.051,0.051,plumbing,,
pi-671,,,9.258,9.244,round,0.051,0.051,plumbing,,
pi-672,,,9.241,9.213,round,0.051,0.051,plumbing,,
pi-673,,,9.93,9.29,round,0.051,0.051,plumbing,,
pi-674,,,9.93,9.273,round,0.051,0.051,plumbing,,
pi-689,,,9.265,9.25,round,0.051,0.051,plumbing,,
pi-690,,,9.248,9.233,round,0.051,0.051,plumbing,,
pi-691,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-692,,,9.93,9.386,round,0.051,0.051,plumbing,,
pi-693,,,9.307,9.305,round,0.051,0.051,plumbing,,
pi-694,,,9.303,9.288,round,0.051,0.051,plumbing,,
pi-695,,,9.286,9.268,round,0.051,0.051,plumbing,,
pi-696,,,9.93,9.345,round,0.051,0.051,plumbing,,
pi-697,,,9.93,9.327,round,0.051,0.051,plumbing,,
pi-703,,,9.22,9.235,round,0.051,0.051,plumbing,,
pi-704,,,9.195,9.218,round,0.051,0.051,plumbing,,
pi-705,,,9.93,9.315,round,0.051,0.051,plumbing,,
pi-706,,,9.93,9.297,round,0.051,0.051,plumbing,,
pi-707,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-708,,,9.93,9.357,round,0.051,0.051,plumbing,,
pi-709,,,9.278,9.276,round,0.051,0.051,plumbing,,
pi-710,,,9.274,9.259,round,0.051,0.051,plumbing,,
pi-711,,,9.257,9.238,round,0.051,0.051,plumbing,,
pi-712,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-713,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-734,,,-4.06,-4.113,round,0.254,0.254,plumbing,,
pi-735,,,-4.678,-5.068,round,0.254,0.254,plumbing,,
pi-736,,,-4.162,-4.162,round,0.254,0.254,plumbing,,
pi-737,,,-4.169,-4.174,round,0.254,0.254,plumbing,,
pi-738,,,-4.151,-4.157,round,0.254,0.254,plumbing,,
pi-751,,,9.72,9.636,round,0.102,0.102,plumbing,,
pi-752,,,-2.398,-2.375,round,0.102,0.102,plumbing,,
pi-754,,,13.694,13.626,round,0.051,0.051,plumbing,,
pi-755,,,13.592,13.592,round,0.051,0.051,plumbing,,
pi-809,,,-2.526,-2.403,round,0.102,0.102,plumbing,,
pi-814,,,-2.586,-2.532,round,0.102,0.102,plumbing,,
pi-817,,,-3.507,-3.432,round,0.203,0.203,plumbing,,
pi-818,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-821,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-822,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-824,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-825,,,9.5,9.5,round,0.102,0.102,plumbing,,
pi-827,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-828,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-829,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-830,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-835,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-836,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-837,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-842,,,-4.048,-4.007,round,0.254,0.254,plumbing,,
pi-843,,,8.859,9.001,round,0.102,0.102,plumbing,,
pi-846,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-934,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-935,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-936,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-937,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-938,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-939,,,10.247,10.225,round,0.013,0.013,plumbing,,
pi-940,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-941,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-942,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-943,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-944,,,9.728,9.728,round,0.013,0.013,plumbing,,
pi-945,,,9.714,9.255,round,0.013,0.013,plumbing,,
pi-946,,,9.24,9.24,round,0.013,0.013,plumbing,,
pi-947,,,9.255,10.197,round,0.013,0.013,plumbing,,
pi-948,,,10.705,10.682,round,0.013,0.013,plumbing,,
pi-949,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-950,,,10.276,10.705,round,0.013,0.013,plumbing,,
pi-951,,,10.282,10.63,round,0.013,0.013,plumbing,,
pi-952,,,9.742,10.241,round,0.013,0.013,plumbing,,
pi-953,,,10.298,10.276,round,0.013,0.013,plumbing,,
pi-954,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-955,,,10.298,10.276,round,0.013,0.013,plumbing,,
pi-956,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-957,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-958,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-959,,,10.998,10.225,round,0.013,0.013,plumbing,,
pi-960,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-961,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-1381,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-1382,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-1383,,,13.264,-1.859,round,0.025,0.025,plumbing,,
pi-1384,,,-1.88,-1.88,round,0.025,0.025,plumbing,,
pi-1385,,,-1.88,-1.88,round,0.025,0.025,plumbing,,
pi-1386,,,-1.88,-1.88,round,0.025,0.025,plumbing,,
pi-1387,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-1406,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-1407,,,10.733,12.533,round,0.013,0.013,plumbing,,
pi-1408,,,12.548,12.548,round,0.013,0.013,plumbing,,
pi-1409,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1410,,,10.998,10.885,round,0.013,0.013,plumbing,,
pi-1411,,,10.871,10.871,round,0.013,0.013,plumbing,,
pi-1412,,,10.604,10.377,round,0.013,0.013,plumbing,,
pi-1413,,,10.363,10.363,round,0.013,0.013,plumbing,,
pi-1414,,,10.363,10.363,round,0.013,0.013,plumbing,,
pi-1415,,,10.363,10.363,round,0.013,0.013,plumbing,,
pi-1416,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-1417,,,10.022,12.533,round,0.013,0.013,plumbing,,
pi-1418,,,12.548,12.548,round,0.013,0.013,plumbing,,
pi-1419,,,12.548,12.548,round,0.013,0.013,plumbing,,
pi-1512,,,10.63,9.742,round,0.013,0.013,plumbing,,
pi-1513,,,9.728,9.728,round,0.013,0.013,plumbing,,
pi-1514,,,9.714,9.255,round,0.013,0.013,plumbing,,
pi-1515,,,9.24,9.24,round,0.013,0.013,plumbing,,
pi-1516,,,9.255,10.241,round,0.013,0.013,plumbing,,
pi-1517,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1518,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1519,,,10.998,10.276,round,0.013,0.013,plumbing,,
pi-1520,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1522,,,10.655,10.678,round,0.025,0.025,plumbing,,
pi-1523,,,10.477,10.462,round,0.025,0.025,plumbing,,
pi-1524,,,10.442,10.442,round,0.025,0.025,plumbing,,
pi-1525,,,10.421,10.397,round,0.025,0.025,plumbing,,
pi-1526,,,10.376,10.376,round,0.025,0.025,plumbing,,
pi-1527,,,10.362,10.282,round,0.013,0.013,plumbing,,
pi-1831,,,10.008,10.008,round,0.051,0.051,plumbing,,
pi-1832,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1833,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1834,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1835,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-1836,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-1837,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-1838,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-1839,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-1840,,,10.292,10.276,round,0.013,0.013,plumbing,,
pi-1841,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-1842,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-1843,,,10.298,10.225,round,0.013,0.013,plumbing,,
pi-1844,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1845,,,10.231,10.247,round,0.013,0.013,plumbing,,
pi-1846,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-1847,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1848,,,10.231,10.247,round,0.013,0.013,plumbing,,
pi-1849,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-1850,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1851,,,10.174,10.247,round,0.013,0.013,plumbing,,
pi-1852,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1853,,,10.181,10.247,round,0.013,0.013,plumbing,,
pi-1854,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-1855,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1856,,,10.181,10.247,round,0.013,0.013,plumbing,,
pi-1857,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-1858,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-1859,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-1860,,,10.16,10.16,round,0.013,0.013,plumbing,,
pi-1861,,,10.146,9.539,round,0.013,0.013,plumbing,,
pi-1862,,,9.525,9.525,round,0.013,0.013,plumbing,,
pi-1863,,,9.539,10.324,round,0.013,0.013,plumbing,,
pi-1864,,,9.987,9.59,round,0.013,0.013,plumbing,,
pi-1865,,,9.576,9.576,round,0.013,0.013,plumbing,,
pi-1866,,,9.59,10.374,round,0.013,0.013,plumbing,,
pi-1867,,,10.338,10.338,round,0.013,0.013,plumbing,,
pi-1868,,,10.389,10.389,round,0.013,0.013,plumbing,,
pi-1869,,,10.533,10.403,round,0.013,0.013,plumbing,,
pi-1870,,,10.63,10.596,round,0.013,0.013,plumbing,,
pi-1871,,,10.586,10.544,round,0.013,0.013,plumbing,,
pi-1872,,,10.338,10.338,round,0.013,0.013,plumbing,,
pi-1873,,,10.352,10.63,round,0.013,0.013,plumbing,,
pi-1874,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-1875,,,10.008,10.008,round,0.013,0.013,plumbing,,
pi-1876,,,10.197,10.028,round,0.013,0.013,plumbing,,
pi-1877,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-1878,,,10.276,10.705,round,0.013,0.013,plumbing,,
pi-1879,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1880,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-1881,,,10.333,10.705,round,0.013,0.013,plumbing,,
pi-1882,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-1883,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1884,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1885,,,10.885,10.998,round,0.013,0.013,plumbing,,
pi-1886,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-1887,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-1888,,,10.247,10.225,round,0.013,0.013,plumbing,,
pi-1889,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-1890,,,10.225,10.857,round,0.013,0.013,plumbing,,
pi-1891,,,10.871,10.871,round,0.013,0.013,plumbing,,
pi-1892,,,10.871,10.871,round,0.025,0.025,plumbing,,
pi-1893,,,10.399,10.206,round,0.025,0.025,plumbing,,
pi-1894,,,10.781,10.327,round,0.013,0.013,plumbing,,
pi-1895,,,10.768,10.655,round,0.025,0.025,plumbing,,
pi-1896,,,10.477,10.44,round,0.025,0.025,plumbing,,
pi-1897,,,10.42,10.42,round,0.025,0.025,plumbing,,
pi-1898,,,10.851,10.822,round,0.025,0.025,plumbing,,
pi-1899,,,10.795,10.795,round,0.013,0.013,plumbing,,
pi-1900,,,10.795,10.795,round,0.025,0.025,plumbing,,
pi-1901,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-1902,,,13.284,13.284,round,0.025,0.025,plumbing,,
pi-1903,,,13.264,10.206,round,0.025,0.025,plumbing,,
pi-1904,,,10.185,10.185,round,0.025,0.025,plumbing,,
pi-2051,,,10.885,10.998,round,0.013,0.013,plumbing,,
pi-2052,,,10.885,10.998,round,0.013,0.013,plumbing,,
pi-2053,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2054,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2055,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2056,,,10.231,10.247,round,0.013,0.013,plumbing,,
pi-2057,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2058,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2059,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2060,,,10.262,10.262,round,0.013,0.013,plumbing,,
pi-2061,,,10.292,10.276,round,0.013,0.013,plumbing,,
pi-2062,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2063,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2064,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2065,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2066,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-2067,,,10.333,10.705,round,0.013,0.013,plumbing,,
pi-2068,,,10.312,10.312,round,0.013,0.013,plumbing,,
pi-2069,,,10.719,10.719,round,0.013,0.013,plumbing,,
pi-2070,,,10.225,10.705,round,0.013,0.013,plumbing,,
pi-2071,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2072,,,10.211,10.211,round,0.013,0.013,plumbing,,
pi-2073,,,10.871,10.871,round,0.013,0.013,plumbing,,
