id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-843,,,22.25,22.25,round,0.051,0.051,plumbing,,
pi-844,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-845,,,22.804,22.301,round,0.051,0.051,plumbing,,
pi-846,,,22.25,22.25,round,0.051,0.051,plumbing,,
pi-847,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-848,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-849,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-850,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-851,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-852,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-853,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-854,,,22.555,22.352,round,0.102,0.102,plumbing,,
pi-855,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-856,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-857,,,22.555,22.352,round,0.102,0.102,plumbing,,
pi-858,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-859,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-860,,,22.555,22.352,round,0.102,0.102,plumbing,,
pi-861,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-862,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-863,,,22.555,22.352,round,0.102,0.102,plumbing,,
pi-864,,,22.25,22.25,round,0.102,0.102,plumbing,,
pi-865,,,22.25,22.25,round,0.102,0.102,plumbing,,
