id,number,base_offset,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
pi-382,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-383,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-384,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-385,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-386,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-387,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-388,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-389,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-390,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-391,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-392,,,13.881,13.881,round,0.013,0.013,plumbing,,
pi-393,,,14.189,13.896,round,0.013,0.013,plumbing,,
pi-394,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-395,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-396,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-397,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-398,,,13.782,14.189,round,0.013,0.013,plumbing,,
pi-399,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-400,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-401,,,14.189,13.782,round,0.013,0.013,plumbing,,
pi-402,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-403,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-404,,,14.189,13.782,round,0.013,0.013,plumbing,,
pi-405,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-406,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-407,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-408,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-409,,,13.782,14.189,round,0.013,0.013,plumbing,,
pi-410,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-411,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-412,,,14.189,13.782,round,0.013,0.013,plumbing,,
pi-413,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-414,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-415,,,14.189,13.782,round,0.013,0.013,plumbing,,
pi-416,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-417,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-418,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-419,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-420,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-421,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-422,,,14.92,13.782,round,0.013,0.013,plumbing,,
pi-423,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-424,,,14.846,13.782,round,0.013,0.013,plumbing,,
pi-425,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-426,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-427,,,13.782,14.846,round,0.013,0.013,plumbing,,
pi-428,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-429,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-430,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-431,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-432,,,14.92,13.782,round,0.013,0.013,plumbing,,
pi-433,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-434,,,13.782,14.846,round,0.013,0.013,plumbing,,
pi-435,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-436,,,13.767,13.767,round,0.013,0.013,plumbing,,
pi-437,,,13.782,14.846,round,0.013,0.013,plumbing,,
pi-438,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-439,,,13.706,13.157,round,0.051,0.051,plumbing,,
pi-440,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-441,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-442,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-443,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-444,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-445,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-446,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-447,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-448,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-449,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-450,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-451,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-452,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-453,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-454,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-455,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-456,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-457,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-458,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-459,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-460,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-461,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-462,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-463,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-464,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-465,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-466,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-467,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-468,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-469,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-470,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-471,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-472,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-473,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-474,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-475,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-476,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-477,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-478,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-479,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-480,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-481,,,13.411,13.144,round,0.038,0.038,plumbing,,
pi-482,,,13.106,13.106,round,0.038,0.038,plumbing,,
pi-483,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-484,,,13.66,13.157,round,0.051,0.051,plumbing,,
pi-485,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-486,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-487,,,13.66,13.157,round,0.051,0.051,plumbing,,
pi-488,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-489,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-490,,,13.66,13.157,round,0.051,0.051,plumbing,,
pi-491,,,13.106,13.106,round,0.051,0.051,plumbing,,
pi-492,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-493,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-494,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-495,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-496,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-497,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-498,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-499,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-500,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-501,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-502,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-503,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-504,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-505,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-506,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-507,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-508,,,13.411,13.208,round,0.102,0.102,plumbing,,
pi-509,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-510,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-511,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-512,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-513,,,14.329,14.329,round,0.051,0.051,plumbing,,
pi-514,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-515,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-516,,,14.935,14.935,round,0.025,0.025,plumbing,,
pi-517,,,16.154,16.154,round,0.051,0.051,plumbing,,
pi-518,,,16.103,14.38,round,0.051,0.051,plumbing,,
pi-519,,,16.459,16.459,round,0.025,0.025,plumbing,,
pi-520,,,16.459,16.459,round,0.025,0.025,plumbing,,
pi-521,,,16.434,14.96,round,0.025,0.025,plumbing,,
pi-522,,,13.411,13.386,round,0.013,0.013,plumbing,,
pi-523,,,13.371,13.371,round,0.013,0.013,plumbing,,
pi-524,,,16.014,13.386,round,0.013,0.013,plumbing,,
pi-525,,,16.154,16.154,round,0.051,0.051,plumbing,,
pi-526,,,13.411,13.386,round,0.013,0.013,plumbing,,
pi-527,,,13.371,13.371,round,0.013,0.013,plumbing,,
pi-528,,,16.014,13.386,round,0.013,0.013,plumbing,,
pi-529,,,16.154,16.154,round,0.051,0.051,plumbing,,
pi-530,,,13.411,13.386,round,0.013,0.013,plumbing,,
pi-531,,,13.371,13.371,round,0.013,0.013,plumbing,,
pi-532,,,16.37,13.386,round,0.013,0.013,plumbing,,
pi-533,,,16.459,16.459,round,0.025,0.025,plumbing,,
pi-534,,,13.411,13.386,round,0.013,0.013,plumbing,,
pi-535,,,13.371,13.371,round,0.013,0.013,plumbing,,
pi-536,,,16.37,13.386,round,0.013,0.013,plumbing,,
pi-537,,,16.459,16.459,round,0.025,0.025,plumbing,,
pi-538,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-539,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-540,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-541,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-542,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-543,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-544,,,13.106,13.106,round,0.102,0.102,plumbing,,
pi-545,,,13.106,13.106,round,0.102,0.102,plumbing,,
