id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,start_x,start_y,end_x,end_y,length,start_z,end_z,shape,size_x,size_y,material
bm-187,18LH04,,,,,0,0.05018238962,-25.55381111,5.8547,1.052597528,-25.40141111,12.6365,1.524,-25.47761111,5.8547,-25.47761111,12.6365,6.7818,1.524,1.524,,,,Steel
bm-188,18LH04,,,,,0,0.05018238962,-24.44326667,5.8547,1.052597528,-24.29086667,12.6365,1.524,-24.36706667,5.8547,-24.36706667,12.6365,6.7818,1.524,1.524,,,,Steel
bm-189,18LH04,,,,,0,0.05018238962,-23.33272222,5.8547,1.052597528,-23.18032222,12.6365,1.524,-23.25652222,5.8547,-23.25652222,12.6365,6.7818,1.524,1.524,,,,Steel
bm-190,18LH04,,,,,0,0.05018238962,-22.22217778,5.8547,1.052597528,-22.06977778,12.6365,1.524,-22.14597778,5.8547,-22.14597778,12.6365,6.7818,1.524,1.524,,,,Steel
bm-191,18LH04,,,,,0,0.05018238962,-21.11163333,5.8547,1.052597528,-20.95923333,12.6365,1.524,-21.03543333,5.8547,-21.03543333,12.6365,6.7818,1.524,1.524,,,,Steel
bm-192,18LH04,,,,,0,0.05018238962,-20.00108889,5.8547,1.052597528,-19.84868889,12.6365,1.524,-19.92488889,5.8547,-19.92488889,12.6365,6.7818,1.524,1.524,,,,Steel
bm-193,18LH04,,,,,0,0.05018238962,-18.89054444,5.8547,1.052597528,-18.73814444,12.6365,1.524,-18.81434444,5.8547,-18.81434444,12.6365,6.7818,1.524,1.524,,,,Steel
bm-194,W18x55,,,,,0,0.06309465891,-27.6479,12.540869,5.12826,-21.336,12.732131,5.588,-27.6479,12.6365,-21.336,12.6365,6.3119,5.588,5.588,,0,0,Steel
bm-195,W18x55,,,,,0,0.06425458637,-21.336,12.540869,5.12826,-15.0114,12.732131,5.588,-21.336,12.6365,-15.0114,12.6365,6.3246,5.588,5.588,,0,0,Steel
bm-196,W18x86,,,,,0,0.1004432812,-27.6606,5.71373,5.12064,-21.336,5.99567,5.588,-27.6606,5.8547,-21.336,5.8547,6.3246,5.588,5.588,,0,0,Steel
bm-197,W18x55,,,,,0,0.0186586471,-27.768931,5.850382,5.12826,-27.577669,7.7343,5.588,-27.6733,5.850382,-27.6733,7.7343,1.883918,5.588,5.588,,0,0,Steel
bm-198,W18x55,,,,,0,0.02126983264,-27.768931,10.3251,5.12826,-27.577669,12.6365,5.588,-27.6733,12.6365,-27.6733,10.3251,2.3114,5.588,5.588,,0,0,Steel
bm-199,W18x55,,,,,0,0.0277033838,-30.4673,12.540869,5.12826,-27.6606,12.732131,5.588,-30.4673,12.6365,-27.6606,12.6365,2.8067,5.588,5.588,,0,0,Steel
bm-200,W18x55,,,,,0,0.01846442669,-29.184981,5.8547,5.12826,-28.993719,7.7343,5.588,-29.08935,5.8547,-29.08935,7.7343,1.8796,5.588,5.588,,0,0,Steel
bm-201,W18x55,,,,,0,0.02272243948,-29.184981,10.4013,5.12826,-28.993719,12.6365,5.588,-29.08935,12.6365,-29.08935,10.4013,2.2352,5.588,5.588,,0,0,Steel
bm-202,W18x55,,,,,0,0.01840643032,-29.184981,5.8547,1.06426,-28.993719,7.8105,1.524,-29.08935,5.8547,-29.08935,7.8105,1.9558,1.524,1.524,,0,0,Steel
bm-203,W18x55,,,,,0,0.02299219005,-29.184981,10.3251,1.06426,-28.993719,12.6365,1.524,-29.08935,12.6365,-29.08935,10.3251,2.3114,1.524,1.524,,0,0,Steel
bm-204,W18x55,,,,,0,0.02207908436,-27.768931,10.3759,1.06426,-27.577669,12.6365,1.524,-27.6733,12.6365,-27.6733,10.5029,2.1336,1.524,1.524,,0,0,Steel
bm-205,W8x10,,,,,0,0.00362028612,-16.82753157,4.042290429,5.387594,-14.99064958,4.95155804,5.588,-16.80678115,4.906025398,-15.0114,4.087823071,1.973030285,5.588,5.588,,0,0,Steel
bm-206,W8x10,,,,,0,0.005185854811,-17.49424371,2.275485919,5.387594,-14.99064958,3.488591759,5.588,-17.47349329,3.443059117,-15.0114,2.321018561,2.705712176,5.588,5.588,,0,0,Steel
bm-207,W8x10,,,,,0,0.006393196189,-18.16095586,0.5444144596,5.387594,-15.0690586,2.025625479,5.588,-18.14020544,1.980092836,-15.08980902,0.5899471017,3.352226638,5.588,5.588,,0,0,Steel
bm-208,W8x10,,,,,0,0.008183917649,-18.827668,-1.258123101,5.387594,-14.99064958,0.5626591979,5.588,-18.80691758,0.5171265558,-15.0114,-1.212590459,4.171075959,5.588,5.588,,0,0,Steel
bm-209,W8x10,,,,,0,0.008789952352,-19.49438015,-2.824150622,5.387594,-15.43121447,-0.9003070828,5.588,-19.47362973,-0.9458397249,-15.45196489,-2.77861798,4.4196,5.588,5.588,,0,0,Steel
bm-210,W8x10,,,,,0,0.007123053977,-33.76465042,3.912210814,5.387594,-30.4211672,5.508076165,5.588,-33.7439,5.462543523,-30.44191762,3.957743456,3.628706504,5.588,5.588,,0,0,Steel
bm-211,W8x10,,,,,0,0.004074174898,13.94441011,-8.303363907,5.324094,14.04448611,-6.1341,5.588,13.99444811,-6.1341,13.99444811,-8.303363907,2.169263907,5.588,5.588,,0,0,Steel
bm-212,W18x55,,,,,0,0.04151568463,0.996569,8.3947,5.12826,1.187831,12.6873,5.588,1.0922,12.6873,1.0922,8.3947,4.2926,5.588,5.588,,0,0,Steel
bm-213,W8x10,,,,,0,0.005043565662,-5.110988,5.8547,5.324094,-5.010912,8.4201,5.588,-5.06095,5.8547,-5.06095,8.4201,2.5654,5.588,5.588,,0,0,Steel
bm-214,W8x10,,,,,0,0.005043565662,-3.999738,5.8547,5.324094,-3.899662,8.4201,5.588,-3.9497,5.8547,-3.9497,8.4201,2.5654,5.588,5.588,,0,0,Steel
bm-215,W8x10,,,,,0,0.005043565662,-2.888488,5.8547,5.324094,-2.788412,8.4201,5.588,-2.83845,5.8547,-2.83845,8.4201,2.5654,5.588,5.588,,0,0,Steel
bm-216,W8x10,,,,,0,0.001941181927,-5.104638,8.4201,5.387594,-5.004562,9.429496,5.588,-5.104638,8.4201,-5.104638,9.429496,1.009396,5.588,5.588,,0,0,Steel
bm-217,W8x10,,,,,0,0.001904585305,-3.936238,8.4201,5.387594,-3.836162,9.4107,5.588,-3.8862,8.4201,-3.8862,9.4107,0.9906,5.588,5.588,,0,0,Steel
bm-218,W8x10,,,,,0,0.001585432838,-2.907538,8.4201,5.387594,-2.807462,9.332786158,5.588,-2.8575,8.4201,-2.8575,9.332786158,0.9126861577,5.588,5.588,,0,0,Steel
bm-219,C8X11.5,,,,,0,0.001058827929,-1.962404,8.4201,5.3848,-1.905,9.029526377,5.588,-1.905,9.029526377,-1.905,8.4201,0.6094263767,5.588,5.588,,0,0,Steel
bm-220,C8X11.5,,,,,0,0.005063343872,-4.216682072,8.976447332,5.3848,-1.905,9.4869,5.588,,,,,,,,,0,0,Steel
bm-221,C8X11.5,,,,,0,0.001940575384,-5.1054,9.429496,5.3848,-4.216682072,9.4869,5.588,-5.1054,9.4869,-4.216682072,9.4869,0.8887179277,5.588,5.588,,0,0,Steel
bm-222,W18x55,,,,,0,0.05966882664,-12.1539,12.540869,17.25676,-6.1722,12.732131,17.78,-12.1539,12.6365,-6.1722,12.6365,5.9817,17.78,17.78,,0,0,Steel
bm-223,W18x55,,,,,0,0.07294055481,-6.1722,12.540869,17.25676,1.143,12.732131,17.78,-6.1722,12.6365,1.143,12.6365,7.3152,17.78,17.78,,0,0,Steel
bm-224,W18x55,,,,,0,0.06161103076,1.143,12.540869,17.25676,7.2898,12.732131,17.78,1.143,12.6365,7.2898,12.6365,6.1468,17.78,17.78,,0,0,Steel
bm-225,W18x55,,,,,0,0.05190001015,7.2898,12.540869,17.25676,12.573,12.732131,17.78,7.2898,12.6365,12.573,12.6365,5.2832,17.78,17.78,,0,0,Steel
bm-226,W18x55,,,,,0,0.06245639431,12.573,12.540869,17.25676,19.01903661,12.732131,17.78,12.573,12.6365,19.01903661,12.6365,6.44603661,17.78,17.78,,0,0,Steel
bm-227,W18x55,,,,,0,0.06309465891,-27.6479,12.540869,17.25676,-21.336,12.732131,17.78,-27.6479,12.6365,-21.336,12.6365,6.3119,17.78,17.78,,0,0,Steel
bm-228,W18x55,,,,,0,0.06331045937,-21.336,12.540869,17.25676,-15.0114,12.732131,17.78,-21.336,12.6365,-15.0114,12.6365,6.3246,17.78,17.78,,0,0,Steel
bm-229,W18x55,,,,,0,0.0277033838,-30.4673,12.540869,17.25676,-27.6606,12.732131,17.78,-30.4673,12.6365,-27.6606,12.6365,2.8067,17.78,17.78,,0,0,Steel
bm-230,W18x55,,,,,0,0.06028925296,-12.1539,5.759069,17.25676,-6.1722,5.950331,17.78,-12.1539,5.8547,-6.1722,5.8547,5.9817,17.78,17.78,,0,0,Steel
bm-231,W18x55,,,,,0,0.06271700811,1.2446,5.759069,17.25676,7.2898,5.950331,17.78,1.2446,5.8547,7.2898,5.8547,6.0452,17.78,17.78,,0,0,Steel
bm-232,W18x55,,,,,0,0.05314086279,7.2898,5.759069,17.25676,12.573,5.950331,17.78,7.2898,5.8547,12.573,5.8547,5.2832,17.78,17.78,,0,0,Steel
bm-233,W18x55,,,,,0,0.0725588815,12.573,5.759069,17.25676,19.91856547,5.950331,17.78,12.573,5.8547,19.91856547,5.8547,7.345565465,17.78,17.78,,0,0,Steel
bm-234,W18x55,,,,,0,0.04585759733,-6.1722,5.759069,17.25676,-1.7272,5.950331,17.78,-1.7272,5.8547,-6.1722,5.8547,4.445,17.78,17.78,,0,0,Steel
bm-235,W18x86,,,,,0,0.09981420007,-21.336,5.71373,17.24914,-15.0114,5.99567,17.78,-21.336,5.8547,-15.0114,5.8547,6.3246,17.78,17.78,,0,0,Steel
bm-236,W18x86,,,,,0,0.1004432812,-27.6606,5.71373,17.24914,-21.336,5.99567,17.78,-27.6606,5.8547,-21.336,5.8547,6.3246,17.78,17.78,,0,0,Steel
bm-237,W18x86,,,,,0,0.0440356765,-30.4673,5.71373,17.24914,-27.6606,5.99567,17.78,-30.4673,5.8547,-27.6606,5.8547,2.8067,17.78,17.78,,0,0,Steel
bm-238,W18x55,,,,,0,0.05086582095,-15.107031,0.762,17.32026,-14.915769,5.8547,17.78,-15.0114,5.8547,-15.0114,0.762,5.0927,17.78,17.78,,0,0,Steel
bm-239,W30x235,,,,,0,0.8209431546,-33.8328,0.57023,16.92148,-15.0114,0.95377,17.78,-33.8328,0.762,-15.0114,0.762,18.8214,17.78,17.78,,0,0,Steel
bm-240,W12X26,,,,,0,0.01443179747,-28.49018295,-2.260239204,17.47012,-26.97844256,0.7961802611,17.78,-28.41518121,-2.226058943,-27.0534443,0.762,3.28372101,17.78,17.78,,0,0,Steel
bm-241,W12X26,,,,,0,0.004560707824,-32.48873477,-0.4379941575,17.47012,-31.80743929,0.7961802611,17.78,-32.41373303,-0.4038138963,-31.88244103,0.762,1.281168698,17.78,17.78,,0,0,Steel
bm-242,W18x55,,,,,0,0.05219673578,-33.776031,0.762,17.32026,-33.584769,5.8039,17.78,-33.6804,0.762,-33.6804,5.8039,5.0419,17.78,17.78,,0,0,Steel
bm-243,W12X26,,,,,0,0.02247419152,-32.52291503,-2.335240942,17.47012,-28.30599922,-0.2946318974,17.78,-32.41373303,-0.4038138963,-28.41518121,-2.226058943,4.3942,17.78,17.78,,0,0,Steel
bm-244,W8x10,,,,,0,0.0031139869,-31.45962772,-0.8801255785,17.579594,-30.62965921,0.7827504205,17.78,-31.41409508,-0.8593751581,-30.67519185,0.762,1.781806776,17.78,17.78,,0,0,Steel
bm-245,W8x10,,,,,0,0.004184855072,-30.45998976,-1.33568684,17.579594,-29.42241002,0.7827504205,17.78,-30.41445712,-1.31493642,-29.46794266,0.762,2.282444854,17.78,17.78,,0,0,Steel
bm-246,W8x10,,,,,0,0.005250263959,-29.46035181,-1.791248102,17.579594,-28.21516084,0.7827504205,17.78,-29.41481917,-1.770497682,-28.26069348,0.762,2.783082932,17.78,17.78,,0,0,Steel
bm-247,W18x55,,,,,0,0.09093783374,-15.0114,0.666369,17.25676,-6.1722,0.857631,17.78,-15.0114,0.762,-6.1722,0.762,8.8392,17.78,17.78,,0,0,Steel
bm-248,W12X26,,,,,0,0.0147769405,-21.93325013,-2.323557267,17.47012,-20.39265403,0.7961802611,17.78,-21.85824839,-2.289377006,-20.46765577,0.762,3.35330426,17.78,17.78,,0,0,Steel
bm-249,W12X26,,,,,0,0.004903773541,-25.93180194,-0.5013122201,17.47012,-25.22165076,0.7961802611,17.78,-25.8568002,-0.4671319589,-25.2966525,0.762,1.350751948,17.78,17.78,,0,0,Steel
bm-250,W12X26,,,,,0,0.02247419152,-25.9659822,-2.398559005,17.47012,-21.74906639,-0.3579499599,17.78,-25.8568002,-0.4671319589,-21.85824839,-2.289377006,4.3942,17.78,17.78,,0,0,Steel
bm-251,W12X26,,,,,0,0.01474787957,-15.3093353,-2.23989675,17.47012,-13.80657444,0.7968189399,17.78,-15.23433356,-2.205716489,-13.88157618,0.7626386788,3.262067588,17.78,17.78,,0,0,Steel
bm-252,W12X26,,,,,0,0.004450489692,-19.30788712,-0.4176517035,17.47012,-18.63586223,0.7961802611,17.78,-19.23288538,-0.3834714423,-18.71086397,0.762,1.258813401,17.78,17.78,,0,0,Steel
bm-253,W12X26,,,,,0,0.02149700216,-19.34206738,-2.281356906,17.47012,-15.19875185,-0.2742894434,17.78,-19.23288538,-0.3834714423,-15.23293211,-2.206355168,4.395740123,17.78,17.78,,0,0,Steel
bm-254,W12X26,,,,,0,0.0148256582,-8.699055215,-2.25425406,17.47012,-7.190042413,0.7961802611,17.78,-8.624053477,-2.220073799,-7.265044151,0.762,3.277143648,17.78,17.78,,0,0,Steel
bm-255,W12X26,,,,,0,0.005048446776,-12.69760703,-0.4320090133,17.47012,-12.01903914,0.7961802611,17.78,-12.62260529,-0.3978287521,-12.09404088,0.762,1.274591336,17.78,17.78,,0,0,Steel
bm-256,W12X26,,,,,0,0.02150442934,-12.73178729,-2.295075537,17.47012,-8.589873216,-0.2886467532,17.78,-12.62260529,-0.3978287521,-8.624053477,-2.220073799,4.3942,17.78,17.78,,0,0,Steel
bm-257,W8x10,,,,,0,0.003324458313,-11.66849998,-0.8741404343,17.579594,-10.84125906,0.7827504205,17.78,-11.62296734,-0.8533900138,-10.8867917,0.762,1.775229414,17.78,17.78,,0,0,Steel
bm-258,W8x10,,,,,0,0.004395695473,-10.66886203,-1.329701696,17.579594,-9.634009873,0.7827504205,17.78,-10.62332939,-1.308951276,-9.679542515,0.762,2.275867492,17.78,17.78,,0,0,Steel
bm-259,W8x10,,,,,0,0.005461104361,-9.669224073,-1.785262958,17.579594,-8.426760691,0.7827504205,17.78,-9.623691431,-1.764512537,-8.472293333,0.762,2.77650557,17.78,17.78,,0,0,Steel
bm-260,W18x55,,,,,0,0.0628518834,1.143,0.666369,17.25676,7.2898,0.857631,17.78,1.143,0.762,7.2898,0.762,6.1468,17.78,17.78,,0,0,Steel
bm-261,W18x55,,,,,0,0.0530059875,7.2898,0.666369,17.25676,12.4206,0.857631,17.78,7.2898,0.762,12.4206,0.762,5.1308,17.78,17.78,,0,0,Steel
bm-262,W12X26,,,,,0,0.009142319675,6.245587378,-1.193019183,17.47012,7.270967583,0.7961802611,17.78,6.320589116,-1.158838921,7.195965845,0.762,2.11090184,17.78,17.78,,0,0,Steel
bm-263,W12X26,,,,,0,0.005557514015,2.176145278,-0.5675802611,17.47012,2.916496545,0.7961802611,17.78,2.251147016,-0.5334,2.841494807,0.762,1.42357707,17.78,17.78,,0,0,Steel
bm-264,W12X26,,,,,0,0.01856321391,2.680778315,-1.233840659,17.47012,6.354769377,0.5593433212,17.78,2.714958576,0.4843415833,6.320589116,-1.158838921,3.9624,17.78,17.78,,0,0,Steel
bm-265,W8x10,,,,,0,0.001162571993,3.570915044,0.05275890664,17.579594,3.975743604,0.7827504205,17.78,3.616447686,0.07350932712,3.930210962,0.762,0.7566153582,17.78,17.78,,0,0,Steel
bm-266,W8x10,,,,,0,0.002123258576,4.47229552,-0.3580238429,17.579594,5.064328565,0.7827504205,17.78,4.517828163,-0.3372734224,5.018795923,0.762,1.208044186,17.78,17.78,,0,0,Steel
bm-267,W8x10,,,,,0,0.003083945159,5.373675997,-0.7688065923,17.579594,6.152913526,0.7827504205,17.78,5.419208639,-0.7480561719,6.107380884,0.762,1.659473013,17.78,17.78,,0,0,Steel
bm-268,W12X26,,,,,0,0.005843960026,1.143,-0.615823,17.47012,2.379287921,-0.450977,17.78,1.143,-0.5334,2.251147016,-0.5334,1.108147016,17.78,17.78,,0,0,Steel
bm-269,W12X26,,,,,0,0.008256553925,11.52339928,-1.895207169,17.47012,12.64800259,0.3118510648,17.78,11.59840187,-1.861028775,12.573,0.2776726701,2.350294743,17.78,17.78,,0,0,Steel
bm-270,W12X26,,,,,0,0.005633333845,8.160918,-0.4534162238,17.47012,8.849241718,0.7961802611,17.78,8.270099999,-0.3442342248,8.77423998,0.762,1.215693745,17.78,17.78,,0,0,Steel
bm-271,W12X26,,,,,0,0.01706313301,8.235919738,-1.936017967,17.47012,11.6325546,-0.269232487,17.78,8.270099999,-0.3442342248,11.59837434,-1.861016229,3.6576,17.78,17.78,,0,0,Steel
bm-272,W8x10,,,,,0,0.003026527659,9.056800803,-0.7442552775,17.579594,9.824849653,0.7827504205,17.78,9.102333445,-0.723504857,9.779317011,0.762,1.632492398,17.78,17.78,,0,0,Steel
bm-273,W8x10,,,,,0,0.003913401919,9.888925617,-1.123476403,17.579594,10.82979549,0.7827504205,17.78,9.934458259,-1.102725982,10.78426285,0.762,2.049236646,17.78,17.78,,0,0,Steel
bm-274,W18x55,,,,,0,0.05113566615,-6.267831,0.762,17.32026,-6.076569,5.8547,17.78,-6.1722,0.762,-6.1722,5.8547,5.0927,17.78,17.78,,0,0,Steel
bm-275,W18x55,,,,,0,0.05154043396,0.996569,0.762,17.32026,1.187831,5.7531,17.78,1.0922,0.762,1.0922,5.7531,4.9911,17.78,17.78,,0,0,Steel
bm-276,W18x55,,,,,0,0.07487394875,-6.1722,1.580769,17.25676,1.0922,1.772031,17.78,-6.1722,1.6764,1.0922,1.6764,7.2644,17.78,17.78,,0,0,Steel
bm-277,W18x55,,,,,0,0.0490626155,15.5956,0.666369,17.25676,20.40969791,0.857631,17.78,20.40969791,0.762,15.5956,0.762,4.814097911,17.78,17.78,,0,0,Steel
bm-278,W12X26,,,,,0,0.003720458907,20.23593292,-2.592202168,17.47012,20.80168521,-1.611564124,17.78,20.31093465,-2.558021907,20.72668347,-1.645744385,1.002545439,17.78,17.78,,0,0,Steel
bm-279,W12X26,,,,,0,0.02164872571,16.3555752,-2.667203906,17.47012,20.42011665,-0.6960358581,17.78,16.38975546,-0.771037596,20.31093465,-2.558021907,4.309171521,17.78,17.78,,0,0,Steel
bm-280,W18x55,,,,,0,0.02245737953,20.31488505,-1.658226735,17.32026,20.82149634,0.7744823503,17.78,20.40969791,0.762,20.72668347,-1.645744385,2.428520716,17.78,17.78,,0,0,Steel
bm-281,W8x10,,,,,0,0.004285022159,17.42072555,-1.282378574,17.579594,18.43401131,0.7827504205,17.78,17.46625819,-1.261628154,18.38847867,0.762,2.223861848,17.78,17.78,,0,0,Steel
bm-282,W8x10,,,,,0,0.00529563591,18.36895103,-1.714509825,17.579594,19.57917036,0.7827504205,17.78,18.41448368,-1.693759405,19.53363771,0.762,2.698751566,17.78,17.78,,0,0,Steel
bm-283,W8x10,,,,,0,0.004943874494,19.31717652,-2.146641076,17.579594,20.51554519,0.3246152768,17.78,19.36270917,-2.125890656,20.47001255,0.3038648563,2.670174644,17.78,17.78,,0,0,Steel
bm-284,W12X26,,,,,0,0.007388009124,16.44303096,-0.8636771635,17.47012,17.31832136,0.7961802611,17.78,16.5180327,-0.8294969024,17.24331962,0.762,1.74897213,17.78,17.78,,0,0,Steel
bm-285,W18x55,,,,,0,0.0186586471,-27.768931,5.850382,17.32026,-27.577669,7.7343,17.78,-27.6733,5.850382,-27.6733,7.7343,1.883918,17.78,17.78,,0,0,Steel
bm-286,W18x55,,,,,0,0.02126983264,-27.768931,10.3251,17.32026,-27.577669,12.6365,17.78,-27.6733,12.6365,-27.6733,10.3251,2.3114,17.78,17.78,,0,0,Steel
bm-287,W18x55,,,,,0,0.01846442669,-29.184981,5.8547,17.25676,-28.993719,7.7343,17.78,-29.08935,5.8547,-29.08935,7.7343,1.8796,17.78,17.78,,0,0,Steel
bm-288,W18x55,,,,,0,0.02272243948,-29.184981,10.4013,17.25676,-28.993719,12.6365,17.78,-29.08935,12.6365,-29.08935,10.4013,2.2352,17.78,17.78,,0,0,Steel
bm-289,20K6,,,,,0,0.01027760813,-16.32368523,5.8547,17.272,-16.25066023,12.6365,17.78,-16.28717273,12.6365,-16.28717273,5.8547,6.7818,17.78,17.78,,,,Steel
bm-290,20K6,,,,,0,0.01027760813,-17.44705795,5.8547,17.272,-17.37403295,12.6365,17.78,-17.41054545,12.6365,-17.41054545,5.8547,6.7818,17.78,17.78,,,,Steel
bm-291,20K6,,,,,0,0.01027760813,-18.57043068,5.8547,17.272,-18.49740568,12.6365,17.78,-18.53391818,12.6365,-18.53391818,5.8547,6.7818,17.78,17.78,,,,Steel
bm-292,20K6,,,,,0,0.01027760813,-19.69380341,5.8547,17.272,-19.62077841,12.6365,17.78,-19.65729091,12.6365,-19.65729091,5.8547,6.7818,17.78,17.78,,,,Steel
bm-293,20K6,,,,,0,0.01027760813,-20.81717614,5.8547,17.272,-20.74415114,12.6365,17.78,-20.78066364,12.6365,-20.78066364,5.8547,6.7818,17.78,17.78,,,,Steel
bm-294,20K6,,,,,0,0.01027760813,-21.94054886,5.8547,17.272,-21.86752386,12.6365,17.78,-21.90403636,12.6365,-21.90403636,5.8547,6.7818,17.78,17.78,,,,Steel
bm-295,20K6,,,,,0,0.01027760813,-23.06392159,5.8547,17.272,-22.99089659,12.6365,17.78,-23.02740909,12.6365,-23.02740909,5.8547,6.7818,17.78,17.78,,,,Steel
bm-296,20K6,,,,,0,0.01027760813,-24.18729432,5.8547,17.272,-24.11426932,12.6365,17.78,-24.15078182,12.6365,-24.15078182,5.8547,6.7818,17.78,17.78,,,,Steel
bm-297,20K6,,,,,0,0.01027760813,-25.31066705,5.8547,17.272,-25.23764205,12.6365,17.78,-25.27415455,12.6365,-25.27415455,5.8547,6.7818,17.78,17.78,,,,Steel
bm-298,20K6,,,,,0,0.01027760813,-26.43403977,5.8547,17.272,-26.36101477,12.6365,17.78,-26.39752727,12.6365,-26.39752727,5.8547,6.7818,17.78,17.78,,,,Steel
bm-299,W18x55,,,,,0,0.09369786136,0.996569,-8.3947,15.74546,1.187831,0.762,17.78,1.0922,-8.3947,1.0922,0.762,9.1567,17.78,17.78,,0,0,Steel
bm-300,W18x55,,,,,0,0.09369786136,-6.267831,-8.3947,15.74546,-6.076569,0.762,17.78,-6.1722,-8.3947,-6.1722,0.762,9.1567,17.78,17.78,,0,0,Steel
bm-301,W18x55,,,,,0,0.07296614315,-6.1722,-8.490331,15.80896,1.0922,-8.299069,17.78,-6.1722,-8.3947,1.0922,-8.3947,7.2644,17.78,17.78,,0,0,Steel
bm-302,20K6,,,,,0,0.01113515437,-6.1722,-0.4191,15.7607,1.0922,-0.346075,17.78,-6.1722,-0.3825875,1.0922,-0.3825875,7.2644,17.78,17.78,,,,Steel
bm-303,20K6,,,,,0,0.01113515437,-6.1722,-1.5636875,15.7607,1.0922,-1.4906625,17.78,-6.1722,-1.527175,1.0922,-1.527175,7.2644,17.78,17.78,,,,Steel
bm-304,20K6,,,,,0,0.01113515437,-6.1722,-2.708275,15.7607,1.0922,-2.63525,17.78,-6.1722,-2.6717625,1.0922,-2.6717625,7.2644,17.78,17.78,,,,Steel
bm-305,20K6,,,,,0,0.01113515437,-6.1722,-3.8528625,15.7607,1.0922,-3.7798375,17.78,-6.1722,-3.81635,1.0922,-3.81635,7.2644,17.78,17.78,,,,Steel
bm-306,20K6,,,,,0,0.01113515437,-6.1722,-4.99745,15.7607,1.0922,-4.924425,17.78,-6.1722,-4.9609375,1.0922,-4.9609375,7.2644,17.78,17.78,,,,Steel
bm-307,20K6,,,,,0,0.01113515437,-6.1722,-6.1420375,15.7607,1.0922,-6.0690125,17.78,-6.1722,-6.105525,1.0922,-6.105525,7.2644,17.78,17.78,,,,Steel
bm-308,20K6,,,,,0,0.01113515437,-6.1722,-7.286625,15.7607,1.0922,-7.2136,17.78,-6.1722,-7.2501125,1.0922,-7.2501125,7.2644,17.78,17.78,,,,Steel
bm-309,16K6,,,,,0,0.003959270953,19.3182875,5.854222571,5.1816,19.3913125,8.775222571,5.588,19.3548,8.774745143,19.3548,5.8547,2.920045143,5.588,5.588,,,,Steel
bm-310,16K6,,,,,0,0.01061033263,18.0990875,5.8547,5.1816,18.1721125,12.6365,5.588,18.1356,12.6365,18.1356,5.8547,6.7818,5.588,5.588,,,,Steel
bm-311,16K6,,,,,0,0.01061033263,16.8798875,5.8547,5.1816,16.9529125,12.6365,5.588,16.9164,12.6365,16.9164,5.8547,6.7818,5.588,5.588,,,,Steel
bm-312,16K6,,,,,0,0.01061033263,15.6606875,5.8547,5.1816,15.7337125,12.6365,5.588,15.6972,12.6365,15.6972,5.8547,6.7818,5.588,5.588,,,,Steel
bm-313,16K6,,,,,0,0.01061033263,14.4414875,5.8547,5.1816,14.5145125,12.6365,5.588,14.478,12.6365,14.478,5.8547,6.7818,5.588,5.588,,,,Steel
bm-314,16K6,,,,,0,0.01061033263,13.2222875,5.8547,5.1816,13.2953125,12.6365,5.588,13.2588,12.6365,13.2588,5.8547,6.7818,5.588,5.588,,,,Steel
bm-315,16K6,,,,,0,0.01061033263,12.0030875,5.8547,5.1816,12.0761125,12.6365,5.588,12.0396,12.6365,12.0396,5.8547,6.7818,5.588,5.588,,,,Steel
bm-316,16K6,,,,,0,0.01061033263,10.7838875,5.8547,5.1816,10.8569125,12.6365,5.588,10.8204,12.6365,10.8204,5.8547,6.7818,5.588,5.588,,,,Steel
bm-317,16K6,,,,,0,0.01061033263,9.5646875,5.8547,5.1816,9.6377125,12.6365,5.588,9.6012,12.6365,9.6012,5.8547,6.7818,5.588,5.588,,,,Steel
bm-318,16K6,,,,,0,0.01061033263,8.3454875,5.8547,5.1816,8.4185125,12.6365,5.588,8.382,12.6365,8.382,5.8547,6.7818,5.588,5.588,,,,Steel
bm-319,16K6,,,,,0,0.01061033263,7.1262875,5.8547,5.1816,7.1993125,12.6365,5.588,7.1628,12.6365,7.1628,5.8547,6.7818,5.588,5.588,,,,Steel
bm-320,16K6,,,,,0,0.01061033263,5.9070875,5.8547,5.1816,5.9801125,12.6365,5.588,5.9436,12.6365,5.9436,5.8547,6.7818,5.588,5.588,,,,Steel
bm-321,16K6,,,,,0,0.01061033263,4.6878875,5.8547,5.1816,4.7609125,12.6365,5.588,4.7244,12.6365,4.7244,5.8547,6.7818,5.588,5.588,,,,Steel
bm-322,16K6,,,,,0,0.01061033263,3.4686875,5.8547,5.1816,3.5417125,12.6365,5.588,3.5052,12.6365,3.5052,5.8547,6.7818,5.588,5.588,,,,Steel
bm-323,16K6,,,,,0,0.01061033263,2.2494875,5.8547,5.1816,2.3225125,12.6365,5.588,2.286,12.6365,2.286,5.8547,6.7818,5.588,5.588,,,,Steel
bm-324,W18x55,,,,,0,0.06813538167,18.74794485,5.819010093,17.32026,19.83709943,12.67657479,17.78,18.84275771,12.66409244,19.74228657,5.831492443,6.891558236,17.78,17.78,,0,0,Steel
