id,name,number,level_id,created_at,updated_at,base_offset,volume,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,start_x,start_y,end_x,end_y,length,start_z,end_z,shape,size_x,size_y,system_type,start_node_id,end_node_id
f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f3d,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.01766701108,-15.69208123,4.5339,4.826,-15.48888123,5.078713122,5.0292,-15.59048123,4.5339,-15.59048123,5.078713122,0.5448131222,4.9276,4.9276,round,0.2032,0.2032,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f8e,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f45
f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f60,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.009883948749,-16.19628123,3.6195,4.826,-15.89148123,3.8227,5.0292,-16.19628123,3.7211,-15.89148123,3.7211,0.3048,4.9276,4.9276,round,0.2032,0.2032,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162098,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f70
f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f68,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.001647324792,-15.68828123,3.3655,4.826,-15.48508123,3.4163,5.0292,-15.58668123,3.4163,-15.58668123,3.3655,0.0508,4.9276,4.9276,round,0.2032,0.2032,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162f70,f6e524e6-b848-42b8-99e6-fa105857ae7b-001630c8
f6e524e6-b848-42b8-99e6-fa105857ae7b-00162fa8,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.009839096823,-18.83994868,4.1783,4.8768,-17.62628123,4.2799,4.9784,-17.62628123,4.2291,-18.83994868,4.2291,1.213667447,4.9276,4.9276,round,0.1016,0.1016,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00163008,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162098
f6e524e6-b848-42b8-99e6-fa105857ae7b-00162fcb,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.001227993188,-17.77775605,3.6703,4.8768,-17.62628123,3.7719,4.9784,-17.62628123,3.7211,-17.77775605,3.7211,0.1514748136,4.9276,4.9276,round,0.1016,0.1016,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00163051,f6e524e6-b848-42b8-99e6-fa105857ae7b-00162098
f6e524e6-b848-42b8-99e6-fa105857ae7b-00162ffd,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.007833135285,-19.43245647,3.243937091,4.8768,-18.93202955,4.162576031,4.9784,-18.97806999,4.141107023,-19.38641603,3.265406099,0.9662290631,4.9276,4.9276,round,0.1016,0.1016,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00163011,f6e524e6-b848-42b8-99e6-fa105857ae7b-00163008
f6e524e6-b848-42b8-99e6-fa105857ae7b-00163046,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.00494729083,-18.21572913,3.055523697,4.8768,-17.87020811,3.652965667,4.9784,-17.91643414,3.63189925,-18.1695031,3.076590113,0.6102557928,4.9276,4.9276,round,0.1016,0.1016,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-00163051,5b26a1c5-4b92-4d46-a781-d8e2ddf05b18-00172282
f6e524e6-b848-42b8-99e6-fa105857ae7b-001630c5,Tees,,6341822b-d4f3-11d3-a039-0000863f1523-000026da,,,,0.0980158251,-15.68828123,2.9591,1.6002,-15.48508123,3.1623,4.6228,-15.58668123,3.0607,-15.58668123,3.0607,3.0226,4.6228,1.6002,round,0.2032,0.2032,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-001630c8,f6e524e6-b848-42b8-99e6-fa105857ae7b-001630eb
f6e524e6-b848-42b8-99e6-fa105857ae7b-001630e3,Tees,,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014ca78,,,,0.3042206387,-25.273,2.9591,1.1938,-15.89148123,3.1623,1.397,-15.89148123,3.0607,-25.273,3.0607,9.381518767,1.2954,1.2954,round,0.2032,0.2032,hvac,f6e524e6-b848-42b8-99e6-fa105857ae7b-001630eb,f6e524e6-b848-42b8-99e6-fa105857ae7b-00163143
95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-00163625,Tees,,37026fa4-e8cf-41db-bc86-3c9ebbec55fb-0014cb23,,,,0.04722852506,-11.769725,-3.922545584,8.89,-11.566525,-2.466118117,9.0932,-11.668125,-2.466118117,-11.668125,-3.922545584,1.456427467,8.9916,8.9916,round,0.2032,0.2032,hvac,4c0c00b4-f00b-4eac-b2f9-977c41681002-0014dc4b,95baf1fe-14cf-4f4f-be30-fd5f5db6aa6e-00163b11
